164	סוֹעֵד	המלצר הגיש לכל סועד תפריט ומזג מים, ורק אז לקח את ההזמנות.	The waiter handed each diner a menu and poured water before taking any orders.
165	לָצוֹן	הוא חמד לצון וסובב את השלט בכיוון ההפוך, וכל המבקרים הלכו לאיבוד.	He played a prank and turned the sign backward, sending every visitor the wrong way.
166	שָׁחוּק	הבדיחה הזאת כבר שחוקה כל כך שאיש לא מחייך כששומעים אותה שוב.	That joke is so worn out by repetition that nobody even smiles at it anymore.
167	בָּלוּי	המעיל שלו היה בלוי כל כך שהמרפקים נשחקו והכפתורים נעלמו מזמן.	His coat was so threadbare that the elbows had worn through and the buttons vanished.
168	מָהוּל	המיץ שהוגש היה מהול במים רבים מדי, וכמעט לא הרגשנו בו טעם.	The juice was so diluted with water that it barely tasted of fruit at all.
169	זַךְ	מי המעיין היו זכים כל כך שראינו את החלוקים בקרקעית בלי מאמץ.	The spring water was so pure and clear that we could see the pebbles below.
170	צָחוֹר	השלג שירד בלילה כיסה הכול בשמיכה צחורה, בלי כתם אחד של אפור.	Snow covered everything in a blanket so white it hurt to look at directly.
171	חָרֵב	מן הכפר החרב נותרו רק קירות מתפוררים וגגות שקרסו לפני שנים רבות.	Only crumbling walls and collapsed roofs remained of the ruined village abandoned decades ago.
172	שׁוֹקֵק	השוק היה שוקק אדם מהבוקר: קונים, רוכלים וילדים שרצו בין הדוכנים.	By morning the market was bustling with shoppers, vendors, and children darting between stalls.
173	הוֹמֶה	הרחוב היה הומה קולות של מכוניות, מוזיקה וצעקות מוכרים, ולא שמענו זה את זה.	The street was so noisy with traffic, music, and shouting vendors that talking was hopeless.
174	צָחִיחַ	מסביב השתרעה אדמה צחיחה שלא ירד בה גשם זה שנתיים, בלי עשב אחד.	Around them stretched arid ground where no rain had fallen for two years, utterly bare.
175	עָקָר	הדיון היה עקר לחלוטין: ישבנו ארבע שעות ולא הגענו לשום החלטה.	The discussion proved entirely fruitless: four hours of talk and not one decision reached.
176	לֵאֶה	אחרי משמרת של שתים עשרה שעות חזר הביתה לאה, ונרדם לפני ארוחת הערב.	After a twelve-hour shift he came home weary and fell asleep before dinner.
177	יָגֵעַ	הפועלים חזרו מן השדה יגעים אחרי יום שלם של חפירה תחת השמש.	The workers came back from the field worn out after a full day of digging.
178	נִשְׂגָּב	איך הצליח לפתור את התרגיל בלי מחשבון נשגב מבינתי עד היום.	How he solved it without a calculator is beyond my understanding to this day.
179	נִתְעָב	הריח שעלה מן הפח שנשכח בחוץ שבועיים היה נתעב, וכולם נסוגו לאחור.	The smell from the bin left outside for weeks was so repulsive everyone backed away.
180	חֲרִישִׁי	היא ענתה בקול חרישי כל כך שנאלצתי להתקרב כדי לשמוע את המילים.	She answered in a voice so faint I had to lean closer to hear her.
