camera	היא השתמשה **במצלמה** החדשה שלה כדי לצלם תמונות במסיבה.
cash	הוא **יפדה** את הצ'ק בבנק מחר.
center	**מרכז** העיר עמוס מאוד כל היום.
chance	יש לך **סיכוי** אחרון להתקדם.
check	היא **תבדוק** את כל המסמך לפני שהיא תגיש אותו.
child	**הילד** הקטן משחק בחוץ בשמחה רבה היום.
children	**הילדים** משחקים בקול רם בפארק בחוץ.
church	**לכנסייה** הישנה יש חלונות ויטראז' יפים והיסטוריה עשירה.
clean	המטבח נראה **נקי** מאוד אחרי שהיא שפשפה אותו ביסודיות.
close	החנות **קרובה** מאוד לבית שלי כאן.
club	הוא הצטרף **למועדון** השחמט של בית הספר בתחילת השנה הזו.
code	**קוד** הסיסמה חייב להיות ארוך ומורכב מאוד.
cold	היה כל כך **קר** ומושלג שבית הספר נסגר לאותו יום.
color	היא **תצבע** את התמונה בעפרונות ירוקים וצהובים בהירים.
company	**החברה** גדלה במהירות והפכה לגדולה ומצליחה מאוד.
contact	הוא ייצור איתך **קשר** מחר בבוקר כדי לאשר את שעת הפגישה.
continue	היא **תמשיך** לקרוא את הספר אחרי ארוחת הערב הלילה.
control	הטייס בדק בקפידה את **לוח הבקרה** של הטיסה לפני ההמראה היום.
cool	היא **תצנן** את המרק לפני שהיא תיתן אותו לתינוק.
crime	המשטרה חקרה את **הפשע** ומצאה את הכסף החסר.
dance	היא **תרקוד** כל הלילה במסיבה.
dangerous	כביש ההרים הזה **מסוכן** מאוד לנהיגה בלילה.
daughter	**הבת** שלו חכמה וטובת לב, והיא אוהבת לקרוא.
Dead Sea	**ים המלח** כל כך מלוח שהשוחים צפים בלי אפילו להשתדל.
deal	הם סוף סוף סגרו **עסקה** טובה והוגנת מאוד.
death	אחרי **מותו** של סבא שלו, המשפחה התכנסה כדי להנציח אותו.
deep	המים באגם **עמוקים** מאוד כאן.
die	הצמח **ימות** אם תשכח להשקות אותו.
diet	היא לאחרונה התחילה **דיאטה** חדשה ומחמירה כדי לרדת במשקל בצורה בריאה.
difference	יש **הבדל** גדול בין שני הדברים האלה.
different	תמיד יש לה דעה **שונה** מזו של אחיה הגדול.
different from	הדעה שלה הייתה **שונה** לגמרי ממה שכולם האמינו בו.
difficult	ללמוד שפה חדשה זה **קשה** כי צריך לתרגל כללי דקדוק ואוצר מילים חדש מדי יום.
dirty	אחרי שהוא שיחק בבוץ, הבגדים שלו היו **מלוכלכים** מאוד.
done	פרויקט הבנייה יהיה **גמור** עד החודש הבא.
down	הוא צעד לאט **במורד** המסדרון הארוך לכיוון המשרד.
dream	היא **חולמת** לטייל בעולם יום אחד.
drink	אני תמיד **שותה** כוס גדולה של מים מיד כשאני מתעורר, בכל בוקר.
early	הגענו **מוקדם** כדי לקבל את המקומות הכי טובים באולם התיאטרון.
earth	צמחים גדלים **באדמה** וזקוקים לאור שמש כדי לשרוד.
East	השמש זורחת **במזרח** בכל בוקר.
energy	פעילות גופנית נותנת לי **אנרגיה** לשארית היום.
enjoy	אנחנו **נהנים** לבלות זמן עם המשפחה שלנו בסופי שבוע.
enough	יש **מספיק** אוכל לכולם במסיבה.
even if	אני אלך לים **גם אם** ירד גשם מחר.
evening	היא אוהבת לצאת להליכה **בערב** אחרי ארוחת הערב.
every day	הוא שותה מים **כל יום** כדי להישאר בריא.
exactly	המעיל הזה זה **בדיוק** מה שחיפשתי.
excuse	הוא המציא **תירוץ** לכך שהוא איחר לשיעור.
experience	עבודה בחוץ לארץ נתנה לה **ניסיון** יקר ערך בעסקים.
explain	המורה **יסביר** לכיתה את בעיית החשבון.
face	היא שטפה את **הפנים** שלה במים חמים לפני שהלכה לישון.
fact	זו **עובדה** שכדור הארץ מקיף את השמש.
fall	הוא עלול **ליפול** אם הוא לא יזהר לאן הוא דורך.
family	**המשפחה** שלי אוהבת לאכול ארוחת ערב ביחד בכל ערב.
famous	השחקן הזה נהיה **מפורסם** אחרי שכיכב בסרט.
father	**אבא** שלה לימד אותה לרכוב על אופניים.
fear	אנשים מסוימים **פוחדים** מעכבישים למרות שהם לא מסוכנים.
feel	אני **מרגיש** שמח כשאני מבלה עם החבר הכי טוב שלי.
feeling	**הרגשת** האושר הייתה מציפה אחרי שהיא ניצחה.
few	רק **מעט** אנשים הגיעו לפגישה אתמול.
fight, fought	היא **נאבקה** קשה כדי להישאר ערה במהלך ההרצאה הארוכה אחר הצהריים.
finally	אחרי שעות של המתנה, הרכבת **סוף סוף** הגיעה לתחנה.
find	לא הצלחתי **למצוא** את המפתחות שלי בשום מקום בבית.
fire	**האש** בערה בעוצמה באח כל הלילה.
first of all	**ראשית**, אנחנו צריכים להחליט איפה להיפגש היום.
fix	המכונאי **יתקן** את מנוע המכונית השבור.
fly	**זבוב** נחת על הכריך שלי בזמן שאכלתי ארוחת צהריים.
follow	בבקשה **עקבו** אחריי לחדר הישיבות בקומה השלישית.
force	המורה נאלץ **לכפות** על התלמידים לסיים את שיעורי הבית מוקדם.
forever	חברים אמיתיים נשארים ביחד **לנצח** לא משנה מה קורה.
forget	היא ניסתה **לשכוח** את הזיכרון העצוב מלפני שנים רבות.
forward	הצוות התקדם **קדימה** עם תוכנית העסקים החדשה שלו.
friend	אני **והחבר** הכי טוב שלי מכירים זה את זה מהילדות.
fruit	תפוחים ותפוזים הם סוגים של **פרי** בריא.
full	בקבוק המים היה **מלא** לפני שהוא התחיל להתאמן.
future	**בעתיד**, מכוניות כנראה יסעו לבד.
General	**הגנרל** נפגש עם הקצינים שלו כדי לתכנן את תרגיל האימונים.
gift	היא קיבלה **מתנה** יפה ביום ההולדת שלה.
glass	הוא מזג מיץ **לכוס** נקייה לארוחת הבוקר.
government	**הממשל** מעביר חוקים שהאזרחים חייבים לציית להם.
great	הסרט הזה היה כל כך **מעולה** שצפיתי בו שלוש פעמים בשבוע אחד.
ground	הילדים שיחקו משחקים על **האדמה** בפארק.
group	**קבוצה** קטנה של חברים הלכה להופעה ביחד.
grow up	כשהוא **יגדל**, הוא רוצה להיות מורה.
guess	אתה יכול **לנחש** מה יש בתוך הקופסה העטופה הזו?
half	היא אכלה **חצי** מהפיצה ונתנה את השאר.
hand	הוא החזיק את **היד** שלה בזמן שהם הלכו ברחוב.
harder	חשבון **קשה יותר** מאנגלית, אז היא לומדת אותו יותר.
health	אכילה נכונה ופעילות גופנית חשובות **לבריאות** טובה.
hear	אני יכול **לשמוע** מוזיקה מגיעה מהדירה ליד.
heart	אהבה באה **מהלב** ואי אפשר לכפות אותה.
heavy	המזוודה הייתה **כבדה** כל כך שנזקקתי לעזרה כדי להזיז אותה.
here	בבקשה בוא **לכאן** ותשב לידי לרגע.
hope	אני **מקווה** שננצח באליפות השנה.
horse	היא רכבה על **הסוס** שלה על פני האחו הרחב לכיוון היער המרוחק.
hospital	היא בילתה שלושה ימים **בבית החולים** אחרי התאונה.
hot	תיזהר כי המים **חמים** מאוד עכשיו.
house	הבניין החדש הזה יכול **לשכן** עד מאתיים סטודנטים בכל סמסטר.
how	**איך** הצלחת לסיים את הפרויקט כל כך מהר?
huge	לאצטדיון החדש יש מסך **ענק** שהאוהדים יכולים לראות מכל מקום.
human	רגשות **אנושיים** הם מורכבים ולעיתים קרובות קשה להבין אותם.
human being	כל **בן אדם** ראוי לכבוד ולטוב לב מאחרים.
hundred	יש **מאה** סטודנטים בכל התוכנית.
husband	**הבעל** שלה הפתיע אותה בפרחים ביום השנה שלהם.
ice cream	ילדים אוהבים לאכול **גלידה** בימי קיץ חמים.
idea	היה לה **רעיון** מעולה לפתרון הבעיה הקשה.
If	**אם** ירד גשם מחר, נבטל את האירוע בחוץ.
important	שינה **חשובה** כי היא עוזרת לגוף שלך להתאושש.
impossible	**בלתי אפשרי** לנשום מתחת למים בלי ציוד מיוחד.
in a moment	היא תגיע **בעוד רגע**; אנא המתן בסבלנות.
in fact	הוא נראה עצלן, אבל **למעשה** הוא עובד קשה מאוד כל יום.
in front of	היא עמדה **מול** הכיתה והציגה את הפרויקט שלה.
in order to	היא קמה מוקדם **כדי** לתפוס את הרכבת הראשונה למרכז העיר.
information	האתר מספק **מידע** שימושי על לוחות הזמנים של הרכבות.
inside	הלכנו **לתוך** המוזיאון וראינו פסלים עתיקים.
into	הוא שפך מים **לתוך** הכוס עד שהיא התמלאה.
island	בילינו את החופשה **באי** קטן בים התיכון.
Jew	דוד הוא **יהודי** שמשפחתו חיה בעיר הזאת כבר דורות.
join	תרצה **להצטרף** לקבוצת הכדורעף שלנו העונה?
joke	**הבדיחה** המצחיקה שלו גרמה לכולם במסיבה לצחוק.
jump	הכלב **קפץ** מעל הגדר לכיוון הפארק.
kill	החקלאי ריסס את השדה כדי **להרוג** חרקים שפגעו ביבול שלו.
king	**המלך** שלט במדינה במשך חמישים שנה.
know, knew	**הכרתי** אותה מהקולג' אבל איבדנו קשר לפני שנים.
large	הדירה הזאת **גדולה** מספיק למשפחה הגדלה שלנו.
late	הוא הגיע **מאוחר** לפגישה והתנצל בפני כולם.
later	נוכל לדון בזה **מאוחר יותר** כשיהיה לנו יותר זמן.
laugh	מופע הקומדיה היה כל כך מצחיק שהקהל **צחק** בקול רם.
law	**החוק** החדש מחייב אנשים למחזר בקבוקי פלסטיק.
left	פנה **שמאלה** בפינה והחנות נמצאת ממש שם.
less	לקפה הזה יש **פחות** סוכר מהמשקה של אתמול.
lie	הוא סיפר **שקר** על המקום שבו בילה את אחר הצהריים.
light	היא הדליקה את **האור** כדי שתוכל לקרוא את הספר שלה.
like	הציורים שלה הם **כמו** אלה שבאוסף המוזיאון.
link	לחץ על **הקישור** כדי לבקר באתר על חיים בריאים.
list	הכנתי **רשימת** קניות לפני שהלכתי לחנות.
listen	אנא **הקשיבו** היטב להוראות לפני שהמשחק מתחיל.
luck	שיהיה לך **מזל** בראיון שלך מחר בחברה.
lunch	אנחנו בדרך כלל אוכלים **ארוחת צהריים** בשעת הצהריים במטבח המשרד.
machine	**מכונת** הכביסה הזאת מנקה בגדים טוב יותר מהישנה שלי.
made	היא **הכינה** עוגה מאפס באמצעות חמאה וביצים.
make sure	**תוודא** שאתה נועל את הדלת לפני שאתה יוצא הערב.
maybe	**אולי** כדאי שנלך לחוף הים במקום להרים.
media	**התקשורת** דיווחה על סיפור רעידת האדמה בחדשות הערב.
meeting	**הפגישה** נמשכה שעתיים והייתה מאוד פרודוקטיבית.
memory	השיר הזה מחזיר **זיכרונות** שמחים משנות הילדות שלי.
message	שלחתי לה **הודעה** על הפגישה אבל היא עוד לא הגיבה.
middle	היא ישבה **באמצע** החדר, כך שכולם יכלו לראות אותה.
milk	הוא שפך **חלב** קר לתוך הדגנים שלו הבוקר.
mistake	עשיתי **טעות** בזמן שהרכבתי את הרהיטים ונאלצתי להתחיל מחדש.
mix	**ערבב** את הביצים והסוכר יחד עד שהם יהפכו לבהירים.
model	**דגם** הרכב החדש כלל עיצוב אלגנטי שהרשים את המהנדסים.
money	הוא חסך **כסף** במשך שלוש שנים כדי לקנות בית.
monster	**המפלצת** בסרט הפחידה את הילדים בקולנוע.
most	**רוב** האנשים נהנים ללכת לחוף הים בימי קיץ.
mountain	פסגת **ההר** הייתה מכוסה בשלג בחורף.
mouth	היא פתחה את **הפה** כדי לדבר אבל אז נשארה בשקט.
move	החתול **זז** בשקט לרוחב החדר בלי להשמיע קול.
must	אתה **חייב** לחגור חגורת בטיחות כשאתה נוהג ברכב.
near	בית הספר **קרוב** לבית שלי, רק הליכה קצרה משם.
need	אני **צריך** לקנות נעליים חדשות כי שלי שבורות.
never	היא **אף פעם** לא שותה קפה ותמיד מעדיפה תה במקום.
new	הוא קנה טלפון **חדש** כדי להחליף את הישן והשבור שלו.
next	בקיץ **הבא** אנחנו מתכננים לטוס לאירופה לחופשה.
next to	השולחן שלי נמצא **ליד** החלון במשרד.
North	הרכבת נסעה **צפונה** לכיוון ההרים בשעות הבוקר המוקדמות.
nose	הוא שבר את **האף** שלו כשהוא שיחק כדורסל בשבוע שעבר.
not only	היא **לא רק** חכמה אלא גם מאוד אדיבה כלפי אחרים.
now	אני צריך לצאת **עכשיו** אחרת אאחר מאוד.
number	מה **מספר** הטלפון של דלפק שירות הלקוחות?
ocean	גלי **האוקיינוס** היו יפים כשביקרנו בחוף.
of course	**כמובן** שאתה יכול לשאול את הספר שלי מתי שתרצה.
offer	החברה **הציעה** לו עבודה אבל הוא סירב בנימוס.
often	אני רואה אותה **לעיתים קרובות** בבית הקפה ליד הבית שלי.
on	הספר נמצא **על** השולחן בסלון היום.
once	**ברגע** שתתחיל להתאמן באופן קבוע, תרגיש טוב יותר בקרוב.
only	**רק** חברים יכולים להיכנס למועדון הפרטי במרכז העיר.
open	היא **פתחה** את הדלת וקיבלה אותנו בברכה חמה פנימה.
or	אתה רוצה קפה **או** תה עם ארוחת הבוקר שלך היום?
organic	ירקות **אורגניים** גדלים בלי חומרי הדברה או כימיקלים.
outside	ישבנו **בחוץ** על המרפסת ונהנינו מהשקיעה.
over	המטוס טס **מעל** העננים בגובה רב.
own	היא **הבעלים** של עסק קטן שמוכר תכשיטים בעבודת יד.
pain	הוא הרגיש **כאב** חד בגב שלו אחרי שהרים משהו.
part	**בחלק** הזה של העיר יש הרבה מסעדות וחנויות.
pass	החלטנו **לוותר** על הקינוח הפעם.
past	היא **עברה** על פני הבית שלי בדרכה לבית הספר.
pay	אני תמיד **משלם** את החשבונות שלי בזמן לפני המועד האחרון.
peace	הסכם **השלום** סיים את המלחמה בין שתי המדינות.
people	הרבה **אנשים** חיכו בתור לכרטיסים להופעה.
perfect	היא התאמנה שבועות כדי **לשפר** כל פרט טכני בהופעה שלה.
perhaps	**אולי** שכחתי את המפתחות שלי במכונית, אבל אני לא יכול להיות בטוח.
person	**האדם** הגבוה שלבש ז'קט אדום עזר לי למצוא את תחנת הרכבת התחתית.
personal	היא דיברה על החוויות **האישיות** שלה בשנה הראשונה בקולג'.
picture	היא ציירה **תמונה** יפה של השקיעה באמצעות עפרונות צבעוניים בלבד.
place	הפינה השקטה ליד החלון היא **המקום** האהוב עליי לקרוא ולחשוב.
plan	אנחנו **מתכננים** לנסוע ברחבי הארץ ולהקים מחנה בפארקים לאומיים במשך שישה שבועות.
plane	**המטוס** טס מעל האוקיינוס כדי להגיע ללונדון בשלום.
planet	מאדים הוא **כוכב לכת** שמדענים חוקרים לצורך מושבות עתידיות.
play	ילדים **משחקים** בפארק כל אחר צהריים אחרי בית הספר.
pool	שחינו **בבריכה** ביום הקיץ החם הזה.
poor	המשפחה **העניה** לא יכלה להרשות לעצמה אוכל, שכר דירה או טיפול רפואי.
possible	**אפשר** ללמוד שפה אם לומדים באופן עקבי במשך כמה חודשים.
potato	היא קילפה את **תפוח האדמה** ובישלה אותו עד שהתרכך למחית.
present	התלמידים חייבים **להציג** את פרויקטי המדע שלהם לכל הכיתה היום.
president	**הנשיא** נשא נאום בטלוויזיה הארצית הערב.
printer	**המדפסת** נגמר לה הדיו והיא זקוקה להחלפה.
private	היא שמרה את המחשבות **הפרטיות** שלה ביומן נעול שאף אחד אחר לא יכול היה לקרוא.
probably	**כנראה** שירד גשם מחר לפי תחזית מזג האוויר.
problem	**הבעיה** העיקרית היא שאין לנו מספיק זמן.
promise	נתתי **הבטחה** לבקר את סבתא שלי בכל סוף שבוע בלי יוצא מן הכלל.
protect	הורים **מגנים** על הילדים שלהם על ידי כך שהם מלמדים אותם להסתכל לשני הצדדים לפני חציית כבישים.
queen	**המלכה** ענדה כתר ותכשיטים יפים בטקס.
quick	הוא נתן תשובה **זריזה** לכל שאלה, וענה במילה או שתיים בלבד.
quiet	הכיתה **השקטה** אפשרה לתלמידים להתרכז בלי שום הסחת דעת.
rain	**הגשם** ירד כל הבוקר ופסק אחר הצהריים.
reason	**הסיבה** העיקרית שהיא עזבה את העבודה הייתה שהבוס שלה מעולם לא כיבד את הרעיונות שלה.
record	החברה מנהלת **רשומה** של שעות העבודה וימי החופשה של כל עובד.
relationship	**מערכת היחסים** שלהם התחזקה אחרי שהם בילו יותר זמן בשיחה והקשבה זה לזה.
relax	אני **נרגע** על ידי כיבוי הטלפון שלי ושכיבה בגינה עם ספר.
report	אתה חייב **לדווח** על כל סכנת בטיחות למנהל שלך מיד.
respect	הקבוצה **מכבדת** את המאמן שלה כי הוא מודה בטעויות שלו ולומד מהן.
restaurant	**המסעדה** הזאת מגישה את האוכל האיטלקי הכי טוב בעיר שלנו.
rice	היא שטפה את **האורז** במים קרים לפני שבישלה אותו בסיר.
rich	איש העסקים **העשיר** תרם חצי מהונו לבניית בתי ספר לילדים עניים.
ride	אני **רוכב** על האופניים שלי לעבודה כל יום בקיץ.
right	פנה **ימינה** בפינה הבאה כדי להגיע לסופרמרקט.
ring	היא סובבה את **הטבעת** הכסופה סביב האצבע שלה בזמן שחיכתה בעצבנות.
road	**הדרך** ההררית התפתלה בחדות כזאת שהנהיגה בה גרמה לידיים שלי לרעוד.
run, ran	אתמול **רצתי** חמישה מיילים בפארק ליד הבית.
safe	הנמל **הבטוח** הגן על הספינות מפני סערות מסוכנות וגלים חזקים.
salt	הוסף מעט **מלח** למרק כדי לשפר את הטעם.
save	המציל **הציל** את השחיין שנסחף מתחת למים על ידי הזרם.
saw, see	**ראיתי** קשת יפה אחרי שהסערה הסתיימה אתמול אחר הצהריים.
scene	**הסצנה** האחרונה בסרט הראתה את שני החברים נפרדים בשדה התעופה.
school	הבת שלי הולכת **לבית הספר** בשעה שמונה כל בוקר.
search	הצוות **יחפש** בבניין את המפתחות החסרים לפני שהפגישה מתחילה.
secret	היא סיפרה לי **סוד** שאף אחד אחר לא צריך לדעת.
sell	הם **מוכרים** את המוצרים בעבודת יד שלהם רק בשוק המקומי בסופי שבוע.
send	**שלח** את החבילה בדואר מהיר כדי שהיא תגיע תוך יומיים.
serious	מצבו של המטופל הפך **חמור** כשהנשימה שלו נעשתה קשה ורדודה.
service	**שירות** טוב במסעדה גורם ללקוחות לחזור שוב.
shop	קניתי מצרכים **בחנות** ההומה, שנסגרה בתשע בערב.
short	הסרט **הקצר** סיפר סיפור שלם בתוך חמש דקות בלבד.
show	**מופע** הקסמים הדהים את הילדים כשגרם לחפצים להיעלם ממש לנגד עיניהם.
side	**הצד** השמשי של הרחוב הרבה יותר חם מהצד המוצל.
sign	היא **חתמה** על המסמך בשמה המשפטי המלא בזהירות.
simple	העיצוב **הפשוט** השתמש רק בצורות בסיסיות ובצבעים אחידים.
since	**מכיוון** שהגענו מוקדם, החלטנו לחקור את השכונה לפני הפגישה.
singer	**לזמר** היה קול כל כך עוצמתי שאנשים בשורות האחוריות יכלו לשמוע בבירור.
single	היא נשארה **רווקה** במשך שנים לפני שהחליטה סוף סוף להתחתן.
sir	כן, **אדוני**, אני אשלים את העבודה לפני יום שישי.
situation	**המצב** בעבודה השתפר כשהמנהל החדש התחיל להקשיב לעובדים.
sky	**השמיים** הפכו כהים ואפורים לפני שהסערה התחילה.
sleep	ילדים **ישנים** עמוק אחרי שהם משחקים בחוץ כל אחר הצהריים.
slow	החיבור **האיטי** לאינטרנט גרם להורדת הקובץ לקחת כמה שעות.
snake	**נחש** התפתל על פני הגינה מאחורי הבית שלנו.
snow	ירד **שלג** כל הלילה וכיסה הכול באבקה לבנה.
so	המים היו **כל כך** קרים שלא יכולנו לשחות.
so that	חסכתי כסף כל חודש **כך** שאוכל לקנות מכונית משומשת.
soldier	**החייל** נשא ציוד כבד בצעדות ארוכות בשטח קשה.
sometimes	**לפעמים** האוטובוס מאחר, אבל ברוב המקרים הוא מגיע בזמן.
soon	הרופא אמר שארגיש טוב יותר **בהקדם**, כנראה תוך שלושה או ארבעה ימים.
South	נסענו **דרומה** כדי לבקר את המשפחה שלי באזור החם.
special	היא לבשה שמלה **מיוחדת** רקומה בחוט זהב שסבתא שלה הכינה.
spend	אני **מבזבז** יותר מדי כסף על קפה כל שבוע בלי לשים לב.
stand	אנא **עמוד** בתור וחכה לתורך בדלפק.
star	הבחנו **בכוכב** בהיר שהבהב בשמי הלילה.
start	**נתחיל** את הפגישה בתשע בבוקר מחר.
station	רכבות מגיעות **לתחנה** המרכזית כל שלושים דקות.
step	הוא **צעד** צעד זהיר לעבר קצה הצוק.
still	היא **עדיין** מחכה לחדשות על בקשת העבודה שלה.
store	קנינו מצרכים **בחנות** ליד הדירה שלנו.
strange	ההתנהגות **המוזרה** שלו גרמה לכולם לתהות מה קורה.
strong	יש לה זרועות **חזקות** בזכות שנים של אימוני שחייה.
studio	האמנית עבדה **בסטודיו** הקטן שלה כל הבוקר.
stupid	היה **טיפשי** לצאת בלי לבדוק את תחזית מזג האוויר.
suddenly	**לפתע**, האורות כבו בכל השכונה.
sugar	הוסיפי כוס **סוכר** אחת לתערובת העוגה עכשיו.
summer	אנחנו תמיד מבקרים את הסבים שלנו בחופשת **הקיץ**.
support	המשפחה שלה נתנה לה **תמיכה** כשהיא נתקלה בקשיים.
surprise	הביקור **המפתיע** שלו שימח את כולם במסיבה.
sweet	הטעם **המתוק** של הדבש אהוב על ילדים.
system	**המערכת** החדשה הקלה על מציאת מסמכים.
taste	אתה מרגיש את **טעם** המלח במרק הזה?
team	**הצוות** שלנו ניצח בטורניר הכדורסל בשבת שעברה.
teeth, tooth	היא צחצחה **שיניים** לפני שהלכה לישון.
thank	כדאי **שתודה** לאמא שלך על העזרה.
thanks to	**תודות** לעזרה שלו, סיימנו את הפרויקט בזמן.
theater	ראינו מחזה מעניין **בתיאטרון** במרכז העיר.
then	קודם למדנו, **ואז** הלכנו לפארק.
theory	מדענים פיתחו **תיאוריה** חדשה כדי להסביר איך היקום התחיל.
there	חיפשנו בכל הבית, אבל החתול לא היה **שם**.
thousand	בעיר יש יותר **מאלף** סוגים שונים של מסעדות.
through	הלכנו **דרך** הפארק בדרך הביתה.
ticket	קניתי **כרטיס** להופעה בחודש הבא.
time	באיזו **שעה** מתחילה הפגישה מחר בבוקר?
together with	**יחד עם** החברים שלי, הלכתי לחוף הים.
too	אני יכול לבוא **גם** למסיבה הערב?
touch	בבקשה אל **תיגע** בציור הזה במוזיאון.
trust	היא **בוטחת** בחברה הכי טובה שלה ומשתפת אותה בכל הסודות שלה.
truth	**האמת** על מה שקרה יצאה לבסוף לאור.
turn	בבקשה פנה שמאלה בפינה **שלפני** החנות.
under	החתול מתחבא **מתחת** לשולחן ברגע זה.
understand	אתה **מבין** מה המורה הסביר היום?
until	חיכינו בחוץ **עד** שהחנות נפתחה הבוקר.
until now	**עד עתה**, אף אחד לא מצא את האוצר האבוד.
up	הבלון עלה **למעלה** השמימה מהר מאוד.
usually	היא **בדרך כלל** שותה קפה בבוקר לפני העבודה.
village	**בכפר** הקטן יש רק בית ספר אחד ושוק קטן.
visit	בואו **נבקר** במוזיאון במרכז העיר בסוף השבוע הקרוב.
voice	**הקול** שלו נשמע מוזר ולא מוכר לכולם.
wait	אתה יכול **לחכות** לי כאן בזמן שאני בודק?
wall	**הקיר** בין שני הבתים היה עשוי לבנים.
want	אתה **רוצה** להצטרף אלינו לארוחת צהריים היום?
war	**המלחמה** בין שתי המדינות נמשכה כמה שנים.
watch	**תסתכל** על הכביש בזהירות רבה בזמן שאתה נוהג.
way	אני מכיר את **הדרך** לתחנת הרכבת.
weekend	הם תמיד מבקרים את ההורים שלהם **בסוף השבוע**.
West	השמש שוקעת **במערב** בכל ערב.
what	**באיזו** שעה אנחנו צריכים לצאת מחר בבוקר?
where	**איפה** כדאי לי לשים את המעיל והתיק?
which	**איזה** ספר תרצה לקרוא הערב?
who	**מי** אחראי לניקיון אחרי ארוחת הערב?
why	**מדוע** החלטת להחליף עבודה?
wide	הנהר **רחב** מאוד בנקודה הזאת.
wife	**אשתו** היא רופאה בבית החולים.
win	הצוות שלנו **ינצח** באליפות השנה.
wine	שתינו **יין** נחמד עם ארוחת הערב אתמול בלילה.
winter	**החורף** קר ומושלג במדינות רבות.
wish	היא ביקשה **משאלה** לפני שכיבתה את הנרות.
with	תבוא **איתי** לחנות?
without	אנחנו לא יכולים להצליח **בלי** עבודה קשה ומסירות.
wonderful	זה היה סרט **נפלא** שכולם נהנו ממנו.
work	היא **עובדת** קשה בעבודה שלה כל יום.
worse	החורף הזה **גרוע** הרבה יותר מהחורף שעבר.
writer	**הסופר** כבר פרסם ספרים מצליחים רבים.
young	הבת **הצעירה** שלי רק התחילה בית ספר השנה.
zoo	הלכנו **לגן החיות** לראות את האריות.
10th - tenth	זו הפעם **העשירית** שאני מבקש בנימוס.
4th - fourth	היא סיימה במקום **הרביעי** במרוץ.
5th - fifth	יום ההולדת שלי הוא **בחמישה** ביוני.
6th - sixth	הוא גר בקומה **השישית** בבניין.
7th - seventh	שבת היא היום **השביעי** בשבוע.
