only	**רק** חברים יכולים להיכנס למועדון הפרטי במרכז העיר.
or	אתה רוצה קפה **או** תה עם ארוחת הבוקר שלך היום?
plan	אנחנו **מתכננים** לנסוע ברחבי הארץ ולהקים מחנה בפארקים לאומיים במשך שישה שבועות.
protect	הורים **מגנים** על הילדים שלהם על ידי כך שהם מלמדים אותם להסתכל לשני הצדדים לפני חציית כבישים.
relax	אני **נרגע** על ידי כיבוי הטלפון שלי ושכיבה בגינה עם ספר.
run, ran	אתמול **רצתי** חמישה מיילים בפארק ליד הבית.
saw, see	**ראיתי** קשת יפה אחרי שהסערה הסתיימה אתמול אחר הצהריים.
school	הבת שלי הולכת **לבית הספר** בשעה שמונה כל בוקר.
shop	קניתי מצרכים **בחנות** ההומה, שנסגרה בתשע בערב.
show	**מופע** הקסמים הדהים את הילדים כשגרם לחפצים להיעלם ממש לנגד עיניהם.
side	**הצד** השמשי של הרחוב הרבה יותר חם מהצד המוצל.
sign	היא **חתמה** על המסמך בשמה המשפטי המלא בזהירות.
sir	כן, **אדוני**, אני אשלים את העבודה לפני יום שישי.
sleep	ילדים **ישנים** עמוק אחרי שהם משחקים בחוץ כל אחר הצהריים.
South	נסענו **דרומה** כדי לבקר את המשפחה שלי באזור החם.
start	**נתחיל** את הפגישה בתשע בבוקר מחר.
surprise	הביקור **המפתיע** שלו שימח את כולם במסיבה.
than	הספר הזה מעניין יותר **מהקודם**.
that	אני יודע **שתצליח** להשיג את המטרות שלך.
then	קודם למדנו, **ואז** הלכנו לפארק.
there	חיפשנו בכל הבית, אבל החתול לא היה **שם**.
time	באיזו **שעה** מתחילה הפגישה מחר בבוקר?
too	אני יכול לבוא **גם** למסיבה הערב?
touch	בבקשה אל **תיגע** בציור הזה במוזיאון.
understand	אתה **מבין** מה המורה הסביר היום?
usually	היא **בדרך כלל** שותה קפה בבוקר לפני העבודה.
visit	בואו **נבקר** במוזיאון במרכז העיר בסוף השבוע הקרוב.
wait	אתה יכול **לחכות** לי כאן בזמן שאני בודק?
want	אתה **רוצה** להצטרף אלינו לארוחת צהריים היום?
watch	**תסתכל** על הכביש בזהירות רבה בזמן שאתה נוהג.
when	**כשהגשם** יתחיל, ניכנס פנימה.
who	**מי** אחראי לניקיון אחרי ארוחת הערב?
wife	**אשתו** היא רופאה בבית החולים.
with	תבוא **איתי** לחנות?
without	אנחנו לא יכולים להצליח **בלי** עבודה קשה ומסירות.
work	היא **עובדת** קשה בעבודה שלה כל יום.
writer	**הסופר** כבר פרסם ספרים מצליחים רבים.
7th - seventh	שבת היא היום **השביעי** בשבוע.
address	היא כתבה את **הכתובת** שלה בזהירות על המעטפה.
afraid	היא כל כך **פחדה** מהחושך שהיא ישנה עם אור דלוק.
ahead of	היא סיימה את כל הפרויקט **לפני** הזמן המתוכנן.
alien	פקיד ההגירה בדק בקפידה את אשרת העבודה של **הזר**.
alive	הציפור עדיין הייתה **בחיים** אחרי התאונה.
as long as	אתה יכול להישאר **כל עוד** אתה רוצה.
as well as	היא דוברת צרפתית שוטפת **כמו גם** גרמנית.
begin/an/un	השיעור **מתחיל** בתשע בבוקר.
both... and...	היא נהנית **גם** מטניס וגם משחייה מדי שבוע.
change	מזג האוויר **השתנה** במהלך הלילה, ושמיים בהירים הפכו לגשם כבד.
cheat	הוא **רימה** במשחק הלוח וסירב להודות בזה.
circle	הנץ **חג** לאט מעל השדה בחיפוש אחר טרף.
collect	היא **אוספת** בולים נדירים מרחבי העולם.
connect	הכבלים האלה **מתחברים** ישירות למחשב הראשי שלך.
cousin	**בן הדוד** שלי גר בעיר אחרת רחוקה.
create	האמן **יוצר** פסלים יפים מאבן לבנה.
echo	כשצעקתי בקניון, שמעתי את **ההד** של קולי.
edit	**העורך** יערוך את החיבור שלך ויחזיר אותו עם משוב.
elastic	הגומייה **האלסטית** קופצת חזרה לצורתה המקורית באופן מיידי.
enter	עליך **להיכנס** דרך הדלת הקדמית כשאתה מגיע.
excellent	האוכל והשירות במסעדה היו שניהם **מצוינים** ובלתי נשכחים.
explode	הזיקוקים **יתפוצצו** לצבעים בהירים מעל העיר.
freeze, froze	המים **יקפאו** לקרח כשהטמפרטורה תרד.
garden	היא מגדלת ירקות **בגן** שלה בכל קיץ.
genetic	מדענים חוקרים מוטציות **גנטיות** כדי להבין טוב יותר מחלות תורשתיות.
guard	**השומר** שמר על הכניסה כדי למנוע חדירת פורצים.
harmony	הקולות התמזגו יחד **בהרמוניה** מושלמת, בלי אף אחד שזייף.
jungle	עמוק **בג'ונגל**, קופים התנדנדו בין הגפנים העבים והעצים הגבוהים.
last	היא הייתה התלמידה **האחרונה** שעזבה את הכיתה בכל יום.
library	אתמול אחר הצהריים שאלתי שלושה ספרים **מהספרייה**.
losing	הקבוצה החלה **לאבד** ביטחון אחרי התבוסה השלישית ברציפות.
magical	עטיית הטבעת הרגישה **קסומה**, כאילו הכל בעולם אפשרי.
monkey	**לקופים** יש זנבות ארוכים והם מתנדנדים בקלות בין עצי הג'ונגל.
of course... but...	**כמובן** שכולם רוצים בהצלחה, אך מעטים מוכנים לעבוד למענה.
on top of	החתול קפץ **על** הגדר והביט סביבו.
opinion	**לדעתי**, המסעדה הזאת מגישה את הפיצה הטובה ביותר בעיר.
order	היא סידרה את הספרים שלה **בסדר** לפי צבע וגודל על מדף העץ.
pause	היא **עצרה** את הסרט כדי לענות מהר לשיחת הטלפון החשובה.
pick	היא **קטפה** תותים בשלים מהגינה לפני ארוחת הבוקר בכל בוקר קיץ.
powerful	הסערה **רבת העוצמה** הפילה עצים וניפצה חלונות ברחבי העיר.
prehistoric	בני אדם **קדמונים** השתמשו בכלי אבן כדי לצוד בעלי חיים ולאסוף צמחי בר.
prepare	היא **התכוננה** בקפידה לראיון על ידי סקירת הערות ותרגול תשובות.
receive	היא **תקבל** את התעודה שלה כשתסיים את כל הקורסים הנדרשים.
roof	**לגג** הבית דרוש רעפים חדשים וכמה תיקונים מבניים בקרוב.
scientist	**המדענית** ערכה ניסויים במעבדה שלה כדי לבחון את התאוריה הרפואית החדשה שלה.
set up	הם **הקימו** את האוהל לפני ששקעה השמש באותו ערב.
sharp	הסכין **החדה** חתכה את הלחם בקלות וללא כל התנגדות.
shoulder	הוא הניח את זרועו על **כתפה** כדי לנחם ולתמוך בה רגשית.
size	**הגודל** של הנעליים היה גדול מדי והן חלקו מרגליה כל הזמן.
suggest	אני **מציע** שנחכה עד מחר כדי לקבל את ההחלטה החשובה הזו.
tiny	התינוקת שזה עתה נולדה הייתה כל כך **קטנטנה** שהיא נכנסה בכף יד אחת.
triple	המשכורת שלו **שולשה** אחרי שהוא קודם לתפקיד הבכיר.
wood	המרפסת נבנתה **מעץ** מטופל שיעמוד בפני מזג האוויר.
agreement	הם הגיעו **להסכם** לחלק את שכר הדירה בצורה הוגנת.
allow	בית הספר **מרשה** לתלמידים להביא ארוחת צהריים מהבית.
arrive	הרכבת **תגיע** לתחנה בעוד חמש דקות.
attractive	היא הייתה כל כך **מושכת** שזרים עצרו לעיתים קרובות כדי להחמיא למראה שלה.
badly	הוא נפצע **קשה** בתאונת האופנוע בשבוע שעבר.
balance	היא **איזנה** בין העבודה לאחריות המשפחתית בזהירות.
blind	הוא **התעוור** אחרי התאונה אבל למד להסתגל.
block	עץ שנפל **חסם** את הכביש אחרי הסערה.
chase	המשטרה **רדפה** אחרי השודד ברחובות הצפופים.
complete	היא **תשלים** את התואר שלה עד הקיץ הבא.
complex	הבעיה המתמטית הייתה **מסובכת** מדי לרוב התלמידים.
cover	שלג **כיסה** את פסגות ההרים במהלך החורף.
cure	הרופא **ירפא** את הזיהום שלו באמצעות אנטיביוטיקה.
described	כתבת העיתון **תיארה** את התאונה בפירוט רב.
deserve	הפרס **הגיע לה** בזכות טוב לבה, אף שהוא ניתן למישהו אחר.
destiny	יש המאמינים שהגורל שולט **בגורלנו**; אחרים חושבים שאנחנו בוחרים בו.
develop	ערים **מתפתחות** כשיותר עסקים ואנשים עוברים אליהן.
disturb	אל **תפריע** לאחיך בזמן שהוא לומד; הוא זקוק לשקט כדי להתרכז.
exist	דינוזאורים כבר לא **קיימים**; הם מתו לפני מיליוני שנים.
expect	אנחנו **מצפים** שהחבילה תגיע עד יום שלישי בהתבסס על מידע המעקב.
fishing	הוא נהנה **לדוג** פורלים בנחלי ההרים.
fit	היא שמרה על **כושר** בכך שרצה חמישה מיילים כל בוקר.
foreign	היא למדה שפות **זרות** כולל צרפתית וספרדית.
guide	שומר הפארק **ידריך** אותנו בבטחה דרך המערה החשוכה.
honest	היא נשארה **הגונה** עם הבוס שלה, גם כשהאמת הייתה מביכה.
host	היא נהנית **לארח** מסיבות ולכנס חברים לארוחת ערב בכל סוף שבוע.
impressive	ההופעה שלה הייתה כל כך **מרשימה** שהקהל קם ומחא כפיים.
judge	אל **תשפוט** אחרים לפי המראה או הרקע שלהם.
knowledge	**הידע** שלה בהיסטוריה עתיקה הרשים את כל פרופסורי האוניברסיטה.
lawyer	**עורכת הדין** הציגה את התיק שלה בפני השופט.
marriage	**הנישואים** שלהם נמשכו חמישים שנה לפני מותו הפתאומי.
mention	אל **תזכיר** את מסיבת ההפתעה מול חתן יום ההולדת.
monitor	המורה **תשגיח** על ההתקדמות שלך לאורך כל הסמסטר.
no longer	הוא **כבר לא** מעשן אחרי שהצליח להיגמל בשנה שעברה.
opposite	הדירה שלי נמצאת בצד **הנגדי** של הבניין.
pregnant	היא הייתה **בהריון** וצפויה ללדת בחודש הבא.
previous	העבודה **הקודמת** שלו הייתה בבנק במרכז העיר.
project	אנליסטים **צופים** שהמכירות יוכפלו בתוך חמש השנים הקרובות.
pump	הלב **שואב** דם לכל אורך הגוף שלך.
raise	הם **מעלים** את הדגל בתחילת יום הלימודים.
realize	**הבנתי** ששכחתי את המפתחות שלי בבית.
recognize	אני **מזהה** את האישה הזאת משיעור הכימיה שלי בשנה שעברה.
recommend	אני **ממליץ** על המסעדה הזאת כי האוכל שם מצוין.
religion	אנשים **מדתות** שונות חוגגים חגים ומנהגים שונים.
senior	התלמידים **הבוגרים** יוצאים מבית הספר חצי שעה מוקדם יותר.
shadow	**הצל** של העץ הגבוה כיסה את רוב החצר האחורית עד הערב.
shave	הוא **מתגלח** כל בוקר לפני שהוא הולך לעבודה.
shy	הילדה **הביישנית** התחבאה מאחורי אמה כשזרים הגיעו.
soul	הנגן שפך את **נשמתו** לתוך כל תו בהופעה.
space	אסטרונאוטים **בחלל** זקוקים לחליפות מיוחדות כדי לשרוד מחוץ לחללית שלהם.
square	**לריבוע** יש ארבע צלעות שוות וארבע זוויות ישרות.
stuck	המכונית **נתקעה** בבוץ אחרי הגשם הכבד.
unfair	שיטת הציונים **הלא הוגנת** של המורה הכעיסה את כל התלמידים החרוצים.
violent	הסערה **האלימה** הרסה בתים רבים בעיירת החוף.
wing	**כנפו** של הציפור נפצעה אך היא עדיין הצליחה לעוף.
advertisement	**המודעה** הציגה סלבריטי מפורסם שמקדם את המוצר החדש.
amaze	הטריק של הקוסם **ידהים** את כל הקהל.
appear	עננים כהים **מופיעים** באופק ממש לפני שסערה גדולה מגיעה.
arrest	המשטרה **תעצור** כל מי שייתפס גונב סחורה מהחנות בלי לשלם.
as many as	**לא פחות** מחמישים אנשים חיכו בתור לכרטיסים לקונצרט אתמול.
belong	הספרים האלה **שייכים** לי ואני רוצה שיוחזרו מיד.
best-seller	הרומן הזה הפך **לרב מכר** מיידי בחנויות ספרים ברחבי העולם.
charge	הרופא **גבה** חמש מאות דולר עבור הניתוח.
common	עיניים כחולות **נפוצות** בקרב אנשים ממדינות צפון אירופה.
compete	ספורטאים רבים **מתחרים** כדי לזכות בפרס הראשון באליפות הלאומית.
consider	כדאי **שתשקול** את ההצעה שלו לפני שתקבל את ההחלטה הסופית שלך.
course	בארוחת הערב היו שלוש **מנות**: מרק, דג וקינוח.
customize	הוא **התאים אישית** את האופניים שלו כשצבע אותם בכחול והוסיף כידון חדש.
deeply	היא הייתה **מאוד** מאוהבת בו למרות ההבדלים ביניהם.
divide	היא **חילקה** את הפיצה לארבעה חלקים שווים לכולם.
divorce	הזוג החליט **להתגרש** אחרי עשר שנים של אומללות.
donate	אנא **תרמו** את הבגדים הישנים שלכם לצדקה במקום לזרוק אותם.
duty	זו **חובתך** לעזור לאנשים כשהם מתקשים.
earn	היא **מרוויחה** משכורת נוחה מהעבודה שלה בבנק.
either... or...	אתה יכול לבחור **או** תה או קפה לארוחת הבוקר.
emperor	**הקיסר** שלט באימפריה עצומה עם מיליוני נתינים.
enzyme	**אנזימים** מסייעים לפרק את המזון במהלך תהליך העיכול.
evolve	מינים **מתפתחים** לאט על פני מיליוני שנים כדי להסתגל לסביבתם.
export	יפן **מייצאת** מכוניות איכותיות למדינות ברחבי העולם.
filmmaker	**יוצרת הסרטים** בילתה שלוש שנים בבימוי סרטה העצמאי הראשון.
genre	מדע בדיוני הוא **הז'אנר** האהוב עליה בזכות סיפורי ההרפתקאות.
hold back	אל **תדחיק** את הרגשות שלך; טוב לבטא את עצמך.
load	עובדים **מעמיסים** את המשאית בקופסאות לפני היציאה.
major	השיר עבר מסולם מינור עצוב לסולם **מז'ור** בהיר.
motivate	מורים טובים **מדרבנים** את התלמידים שלהם לעבוד קשה.
narrow	המסדרון **הצר** חייב אותנו ללכת בטור עורפי.
not... but...	הקיר הוא **לא** אפור אלא גוון בהיר מאוד של כחול.
previously	דנו בנושא הזה **לפני כן** בפגישה של החודש שעבר.
primitive	בני אדם **קדומים** צדו חיות בעזרת כלי אבן וחניתות פשוטים.
publish	הסופרת **פרסמה** את הרומן שלה אחרי שעבדה עליו חמש שנים.
quite	החוף היה **די** צפוף בתקופת חופשת הקיץ.
redhead	**הג'ינג'ית** בלטה בקהל עם שיערה האדום הבוהק.
regret	אני **מתחרט** שלא התקשרתי לסבתא שלי לפני שעברה דירה.
rhythm	למוזיקה היה **קצב** חזק שגרם לאנשים לרקוד.
self-confidence	**הביטחון העצמי** שלה גדל ככל שתרגלה בפסנתר.
so long as	אתה יכול להישאר כאן **כל עוד** אתה מציית לכללים.
surprisingly	החדשות הגיעו במהירות **מפתיעה**, מה שהדהים את כולם באותו ערב.
take place	הקונצרט **יתרחש** בעיר ביום שישי הבא בערב.
transform	זחל **יהפוך** לפרפר תוך שבועות ספורים בלבד.
treat	ההורים שלי **מתייחסים** אליי כמו למבוגר כשאני מגלה אחריות.
veteran	השחקן **הוותיק** הופיע על הבמה במשך חמישים שנה בהצלחה.
view	**דעתי** היא שהמסעדה הזו מגישה את האוכל הטוב ביותר.
waste	אל **תבזבז** זמן על משחקי מחשב כשאתה צריך ללמוד.
weaken	חוסר שינה **יחליש** את גופך וישפיע על החשיבה שלך.
whom	את **מי** ראית במסיבה אתמול בלילה, שרה?
whose	**של מי** הספר הזה שמונח על השולחן ליד החלון?
wonder	אני **תוהה** אם היא תגיע למסיבה או לא.
abroad	היא למדה **בחו"ל** בצרפת במשך שנה שלמה במהלך הלימודים.
absent	הוא **נעדר** מבית הספר אתמול כי הוא היה חולה.
addition	**בנוסף** לארוחת הצהריים, הזמנו גם קינוח וקפה.
affect	מזג אוויר גרוע **ישפיע** בהחלט על משחק הכדורגל של מחר ועל לוח הזמנים.
annoy	הרעש החזק **יציק** לכל התלמידים שלומדים בספריות.
apply	מורים **מיישמים** שיטות חדשות כדי לעזור לתלמידים ללמוד מתמטיקה טוב יותר.
approve	הבוס **יאשר** את התקציב אם המספרים יהיו הגיוניים.
attract	החנות החדשה **משכה** הרבה לקוחות ביום הפתיחה.
awkward	תנועות הריקוד **המגושמות** שלו גרמו לכל המסיבה לצחוק.
ban	הממשלה **אסרה** על שקיות פלסטיק בכל רחבי המדינה.
bass	קו **הבס** העניק לשיר הרוק עומק.
boost	התוכנית החדשה **תמריץ** את המכירות של החברה שלנו.
complain	היא **התלוננה** על השירות הגרוע בעבודה.
consult	היא **התייעצה** עם עורך דין מנוסה לגבי החוזה.
cult	**הכת** החשאית בידדה את חבריה מחברים ומשפחה.
curtain	היא משכה את **הווילון** כדי לחסום את האור.
defeated	אחרי **שהובסה** פעמיים קודם לכן, היא סוף סוף ניצחה באליפות.
dental	מרפאת **השיניים** בדקה את שיניה וניקתה כל אחת בקפידה.
dentist	**רופא השיניים** ניקה את שיניי ותיקן חור קטן אחד.
depart	הרכבת **תעזוב** מרציף חמש בעוד רבע שעה.
disappoint	אני מקווה שההופעה שלנו לא **תאכזב** את הקהל הערב.
district	בית הספר משרת תלמידים מכל **אזור** מרכז העיר.
ease	התוכנה הזאת **תקל** על נטל הזנת הנתונים.
employ	המפעל **מעסיק** למעלה מחמש מאות עובדים בייצור.
existence	**קיומם** של הדינוזאורים הוכח באמצעות עדויות מאובנים.
feature	המגזין של החודש **מציג** סיפורים על בעלי חיים יוצאי דופן.
forbid	הורים **אוסרים** על ילדיהם להישאר בחוץ אחרי עשר בלילה.
gain	היא מקווה **לצבור** ניסיון יקר ערך הקיץ הזה.
gather	כולם **יתאספו** בפארק לפיקניק.
greet	מורים **מקבלים את פני** התלמידים בחום כשהם מגיעים לבית הספר.
guarantee	החנות **תבטיח** את איכות המוצר.
heavily	ירד גשם חזק **מאוד** כל הלילה והציף את הרחובות.
infected	הפצע **שהודבק** דרש טיפול רפואי מיידי כדי למנוע מחלה.
inform	הרופא **יודיע** לך על תוצאות הבדיקה עד מחר.
interrupt	בבקשה אל **תפריע** לי בזמן שאני מדבר עם המנהל.
lifetime	היא בילתה את **כל חייה** בהוראת כימיה לתלמידי תיכון.
Mediterranean	תיירים רבים מבקרים במדינות סביב **הים התיכון** בזכות החופים היפים שלהן.
melt	הגלידה **נמסה** במהירות תחת שמש הקיץ החמה.
notify	האוניברסיטה **תודיע** לך על החלטת הקבלה שלך במייל.
observe	המדענים **מתבוננים** בבעלי החיים בבית גידולם הטבעי בכל יום.
provoke	העלבת העבודה שלו רק **תגרה** אותו להתווכח בחזרה.
razor	הוא השחיז את **סכין הגילוח** שלו לפני שגילח את הזקן העבות שלו.
relative	**קרוב משפחה** שלה מאנגליה ביקר אצלה במשך שבוע.
reliable	המכונית הזאת הוכיחה את עצמה **כאמינה** גם אחרי עשר שנות נהיגה.
secure	הבנק משתמש במספר מערכות כדי **לאבטח** את כספי הלקוחות שלו בבטחה.
session	**פגישת** הטיפול נמשכה שעה ועזרה לה להרגיש טוב יותר.
shiny	המכונית **הנוצצת** שיקפה את אור השמש בנסיעתה ברחוב.
shrink	מים חמים **יכווצו** סוודרי צמר אם תכבסו אותם בצורה לא נכונה.
struggle	החקלאי חייב **להיאבק** קשה כדי לקצור את כל היבול לפני החורף.
succeed	היא **תצליח** בבית הספר לרפואה אם תלמד כל ערב.
suitable	ג'ינס ונעלי ספורט אינם **מתאימים** לחתונה רשמית או לראיון עבודה.
supportive	המשפחה **התומכת** שלו עודדה אותו להגשים את חלומותיו לא משנה מה.
threaten	העננים הכהים **מאיימים** להביא גשם לפיקניק מחר.
twist	לסיפור היה **תפנית** מפתיעה בסופו ממש, שהדהימה את כולם.
underestimate	לעולם אל **תזלזל** ביריב שלך כי הוא עשוי להיות חזק ממה שאתה חושב.
unnecessary	כל הקישוטים הנוספים האלה היו **מיותרים** למסיבת יום הולדת כל כך פשוטה.
various	ספרים **מגוונים** על בישול, ספורט והיסטוריה מילאו את המדפים בחדר העבודה.
wrap	היא **עטפה** את המתנה בזהירות בנייר צבעוני לפני המסיבה.
admire	הרבה אנשים **מעריצים** אותה בזכות האומץ וכוח הרצון שלה בחיים.
advance	היא **תתקדם** לרמה הבאה אם תעבור את המבחן הזה.
advertise	החברה **תפרסם** את המוצר החדש שלה בטלוויזיה ובאינטרנט.
ally (allies)	שתי הערים השכנות הפכו **לבנות ברית** כדי לבנות מערכת מים משותפת.
apparently	**מסתבר** שהוא לא ידע שהחנות סגורה היום.
appreciate	אני באמת **מעריך** את כל העזרה שנתת לי השנה.
assume	אני **מניח** שסיימת את העבודה שלך לפני שעזבת את המשרד.
attend	האם **תשתתף** בפגישה מחר בצהריים?
attorney	**עורך הדין** בחן את החוזה לפני שהלקוח חתם עליו.
biblical	הסערה גרמה להצפה כמעט בממדים **תנ"כיים** ברחבי האזור.
bold	ההחלטה **האמיצה** שלו לפתוח עסק חדש הפתיעה את כולם.
broad	הנהר היה **רחב** מדי לחצייה בלי גשר.
capital	**עיר הבירה** של צרפת היא פריז, עיר יפהפייה.
categorize	הספרנית **תקטלג** את הספרים החדשים לפי נושא.
closure	החנות הודיעה על **סגירתה** אחרי שלושים שנות פעילות.
cloth	**הבד** היה רך ומושלם ליצירת שמיכה נעימה.
compatible	שתי תוכנות המחשב האלה **תואמות** זו לזו.
confession	**הווידוי** הדומע שלה על הכסף שנעלם הפתיע את כולם בפגישה.
construct	פועלים **יבנו** גשר חדש מעל הנהר.
correlate	מחקרים מראים שחינוך והכנסה **מתואמים** בחוזקה.
declare	המורה **תכריז** על הזוכה בתחרות המדע היום.
decorate	אנחנו **נקשט** את החדר בפרחים ובבלונים.
decrease	הטמפרטורות **ירדו** מחר וצפוי שלג.
differ	התאומים נראים דומים, אבל דעותיהם **נבדלות** זו מזו במידה רבה.
discomfort	נעילת נעליים בשני מספרים קטנים מדי גורמת **לאי-נוחות** ממשית.
disloyal	חבריו **הלא נאמנים** נטשו אותו כשהוא איבד את העבודה.
domestic	היא עזבה את העבודה כדי להתמקד באחריות **הביתית** בבית.
educate	בתי ספר **מחנכים** ילדים לקריאה, כתיבה וחשבון.
embryo	**עובר** מתפתח בתוך גופה של האם במשך תשעה חודשים.
encounter	**נתקלתי** בחבר ותיק בסופרמרקט אתמול.
endanger	נהיגה פזיזה **מסכנת** את חייהם של כל הנוסעים בכביש.
engagement	**המחויבות** העמוקה שלה לפרויקט הצדקה נמשכה שנים רבות.
enormous	הפיל היה חיה **עצומה** ששקלה כמה טונות.
ensure	דלתות נעולות **מבטיחות** שאף אחד לא ייכנס בלי אישור.
establish	החברה **נוסדה** לפני חמישים שנה בידי שני אחים.
facility	לבית החולים יש **מתקנים** מודרניים כמו חדרים נקיים ומיטות נוחות.
fade	הצבעים של השטיח הישן **דוהים** באור שמש חזק.
fancy	היא **העדיפה** לבלות זמן בחוף הים יותר מאשר להישאר בעיר.
favored	הקבוצה **המועדפת** ניצחה באליפות בקלות השנה.
for the most part	**בדרך כלל**, אנשים נהנים לבלות זמן בחוץ.
horrific	תאונת הדרכים **האיומה** השאירה שלושה כלי רכב מרוסקים עד בלי הכר.
indicate	עננים כהים **מצביעים** על כך שגשם ירד בתוך השעות הקרובות.
inexpensive	היא קנתה נעליים **זולות** שנראו כמעט זהות למותגים יקרים.
influential	המאמר של העיתונאי **רב ההשפעה** עיצב את השיח הלאומי סביב המדיניות.
inject	הרופא **יזריק** תרופה לזרוע שלך כדי לשלוט בכאב.
insist	היא **תתעקש** לבקר את הוריה בכל סוף שבוע בלי יוצא מן הכלל.
investing	הוא **משקיע** את החסכונות שלו בנדל"ן ובסטארטאפים טכנולוגיים.
launch	סוכנות החלל **תשגר** את הרקטה למסלול מחר בבוקר.
legalize	החוק החדש **יהפוך לחוקי** את המכירה המקוונת של מאפים ביתיים.
migrate	ציפורים **מהגרות** דרומה מדי חורף כדי למצוא אקלים חם יותר ומזון.
narcotic	רופאים חייבים להגביל מרשמים **לסמים** כדי למנוע התמכרות אצל המטופלים שלהם.
occur	רעידות אדמה **מתרחשות** לעיתים קרובות בקליפורניה בשל מיקומה על קווי שבר.
