pay	OK
peace	OK
people	OK
save	FIX	The lifeguard saved the swimmer who had been pulled under by the current.	Swap test: "rescue" is synonymous; needs context where rescue action is shown
saw, see	FIX	I saw a rare bird that the ornithologist had not documented before.	Swap test: "spotted" or "observed" fit; needs specific rare sighting
scene	FIX	The movie scene showed a massive explosion that made the theater shake.	Swap test: "moment" fits; needs visual/spectacular element
school	OK
search	FIX	Police search for clues by examining the crime scene with special equipment and dogs.	Swap test: "hunt" fits; needs specific searching method
secret	OK
sell	FIX	They sell their handmade goods only at the local market on weekends.	Swap test: "vend" or "offer" fit; needs specific venue/restriction
send	FIX	Send the package using express mail so it arrives within two days.	Swap test: "mail" fits; needs specific shipping method
serious	FIX	The patient's condition became serious when his breathing became difficult and shallow.	Swap test: "grave" fits; needs medical/critical context
service	OK
shop	FIX	I bought groceries at the crowded shop, which closed at nine in the evening.	Swap test: "store" is synonymous; needs specific shop characteristic
short	FIX	The short film told a complete story in just five minutes.	Swap test: "brief" fits; needs to show duration matters for the medium
show	FIX	The magic show amazed children by making objects disappear right before their eyes.	Swap test: "performance" fits; needs specific spectacle/display type
side	FIX	The sunny side of the street is much warmer than the shaded side.	Swap test: "edge" or "part" fit; needs to show physical division/contrast
sign	OK
simple	FIX	The simple design used only basic shapes and solid colors.	Swap test: "basic" fits; needs to show lack of complexity in form
since	FIX	Since we arrived early, we decided to explore the neighborhood before the meeting.	Swap test: "because" fits; needs to show timing relationship
singer	FIX	The singer had a voice so powerful that people in the back could hear every note clearly.	Swap test: "vocalist" fits; needs to show distinctive vocal quality
single	FIX	She wore a single diamond on a thin gold chain around her neck.	Swap test: "one" fits contextually; needs to show solitary/alone quality
sir	OK
situation	FIX	The situation at work improved when the new manager began listening to employees.	Swap test: "condition" fits; needs to show change/improvement dynamic
sky	OK
sleep	FIX	Children sleep deeply after playing outside all afternoon.	Swap test: "rest" fits; needs to show depth/quality of sleep
slow	FIX	The slow internet connection made downloading the file take several hours.	Swap test: "sluggish" fits; needs to show impact/consequence
snake	OK
snow	OK
so	OK
so that	FIX	I saved money each month so that I could buy a used car.	Swap test: "in order that" fits; needs to show clear purpose/goal
soldier	FIX	The soldier carried heavy equipment on long marches through difficult terrain.	Swap test: "fighter" fits; needs to show specific military duties
sometimes	FIX	Sometimes the bus is late, but mostly it arrives on schedule.	Swap test: "occasionally" fits; needs contrast with normal pattern
soon	FIX	The doctor said I would feel better soon, probably within three or four days.	Swap test: "shortly" fits; needs approximate timing
South	OK
special	FIX	She wore a special dress embroidered with gold thread that her grandmother made.	Swap test: "elegant" fits; needs to show why it is special/unique
spend	FIX	I spend my weekends hiking in the mountains near my home.	Swap test: "waste" fits but differs in connotation; needs positive/neutral spending
stand	OK
