w0237	כלכ	להכאיב גורם לכאב, צר יותר
w0238	כל	להיפרד=part ways, ניב צר
w0239	כלללללכ	למסור ולחלוף נרדפים מיותרים
w0240	כללכ	שעבר נגזר מעבר; ליד לא מדויק
w0241	ככ	פועל ושכר
w0242	ככ	שני מובנים נפוצים
w0243	ככ	בני אדם ולאום
w0246	כל	גוף=body לא person
w0249	ככל	למקם נרדף להניח, מיותר
w0250	ככל	תוכנית כתיב חלופי
w0252	ככ	מונח עברי ומילה לועזית
w0254	ככל	לאגד פועל נדיר, מיותר
w0255	ככל	גרוע איכות נמוכה, שלישי
w0267	ככ	שני מילים נרדפות
w0269	ככ	פועל ושם עצם
w0270	ככלל	היגיון כתיב חלופי; לנמק צר
w0272	ככ	שני ניסוחים נפוצים
w0273	ככ	לנוח ולהירגע, קרובים
w0274	כלכ	דיווח מיותר מול דוח
w0279	ככל	נסיעה מובן שונה מרכיבה
w0280	כללכ	זכות=entitlement; ימינה נגזרת כיוון
w0281	לככ	זירה=ring אגרוף, מובן צר
w0282	ככ	שני מובנים נפוצים
w0283	כלכל	לרוץ נטיית רץ; לנהל מיותר
w0284	ככ	תואר ושם עצם
w0285	ככ	פועל ושם עצם
w0289	כלל	בית-ספר כפילות מקף; להקה נדיר
w0291	ככ	תואר ושם עצם
w0295	כל	לתחזק=service רכב, טכני צר
w0297	ככ	אורך וגובה, שני מובנים
w0298	כללכ	הופעה נרדף מופע, מיותר
w0299	כללכ	לתמוך שונה; לצודד לא ברור
w0301	כל	תמים=naive, נדיר יותר
w0302	כלכ	מכיוון ש- כפילות מקף
w0304	כלכ	בודד נרדף יחיד, מיותר
w0305	לככ	תיאור נדיר, לא תרגום ישיר
w0309	כלכ	להאט פועל, מיותר מול לאט
w0311	ככ	פועל ושם עצם
w0312	לככללל	כל כך אינטנסיפייר; אז=therefore
w0313	ככ	שני ניסוחים נפוצים
w0316	כלכ	מוקדם=early לא soon
w0318	ככ	מיוחד ומבצע קמעונאי
w0319	לכלכל	לבזבז/לפזר שונים; להעביר מיותר
w0320	ככל	דוכן פיזי, מובן צר
w0321	ככל	כוכבית=asterisk, מובן טכני צר
w0322	ככ	פועל ושם עצם
w0324	ככל	לצעוד פועל, מיותר
w0330	כלכ	טיפשי תואר נגזר מטיפש
w0331	ככ	שני מילים נרדפות
w0332	ככ	סוכר וכינוי חיבה
w0335	ככ	פועל ושם עצם
w0336	ככל	ממתק=candy רגיונלי, צר
w0339	ככ	שני הקשרים נפוצים לקבוצה
w0341	ככ	שתי צורות נפוצות ל-than
