122	תוגה	יגה
123	הזה	נזה
124	הידס	הדס
125	סנט	סנט
126	נהי	נהי
127	חת	חתת
128	יוגב	יגב
129	כבודה	כבד
130	כישור	כשר
131	פלך	פלכ
132	מחרחר ריב	מחרחר-ריב
133	מלק	מלק
134	משכית	משכית
135	מגלב	מגלב
136	עולל	עלל
137	צפיר	צפר
138	שנתות	שנת
139	אחוז תזזית	אחוז-תזזית
140	גושפנקה	גושפנקה
141	דיוטה	דיוטה
142	הבריח	ברח
143	חיגר	חגר
144	הכה על חטא	הכה-על-חטא
145	הילך אימים	הילך-אימים
146	השליך אחרי גוו	השליך-אחרי-גוו
147	הזם	זממ
148	כפיר	כפר
149	זיבורית	זבורית
150	עידית	עידית
151	חילה את פניו	חילה-את-פניו
152	חווק	חוק
153	טפסר	טפסר
154	כפן	כפנ
155	יצהר	צהר
156	יגור	יגר
157	ישב על המדוכה	ישב-על-המדוכה
158	כפת	כפת
159	מדושן עונג	מדושן-עונג
160	מעושה	עשה
161	מט לנפול	מט-לנפול
162	ממגורה	ממגורה
163	משכוכית	משכוכית
164	מרית	מרח
165	מרה שחורה	מרה-שחורה
166	מוג לב	מוג-לב
167	מושכל ראשון	מושכל-ראשון
168	נצרך	צרכ
169	נפיל	נפל
170	סרהב	סרהב
171	עזובה	עזב
172	ערדל	ערדל
173	עלה נידף	עלה-נדף
174	עוקר הרים	עוקר-הרים
175	פה מפיק מרגליות	פה-מפיק-מרגליות
176	פסח על שתי הסעיפים	פסח-על-שתי-הסעיפים
177	צחצוח חרבות	צחצוח-חרבות
178	לפרקים	לפרקים
179	קוטל קנים	קוטל-קנים
180	קורנס	קרנס
181	ריחיים	רחים
182	שיחקה לו השעה	שיחקה-לו-השעה
183	שיווה בנפשו	שיוה-בנפשו
184	לאשורו	לאשורו
185	מורך לב	מורך-לב
186	עשה נפשות	עשה-נפשות
187	פתחון פה	פתחון-פה
188	בחטף	חטפ
189	בלום	בלמ
190	בולמוס	בולמוס
191	מהוקצע	קצע
192	מפסלת	פסל
193	נקבה	נקבה
194	אצעדה	צעד
195	אספלנית	אספלנית
196	בכר	בכר
197	ביבר	ביבר
198	גדיד	גדד
199	מזווה	מזוה
200	סייס	סייס
