178	שדמה	שדמ
179	מכמורת	כמר
180	קסת	קסת
181	מורג	מורג
182	לסטים	לסטים
183	חך	חככ
184	בלדר	בלדר
185	כבשן	כבש
186	עבוט	עבט
187	תורן	תרנ
188	נשיא	נשא
189	נוקד	נקד
190	ספר	ספר
191	שתדלן	שתדל
192	שכלתן	שכלתנ
193	הכלים	כלמ
194	חבוט	חבט
195	מצועצע	צעצע
196	ארכה	ארכ
197	אבניים	אבנים
198	אכסניה	אכסניה
199	אצטבה	אצטבה
200	ברא	ברא
201	בשויון נפש	בשויון-נפש
202	התערטל	ערטל
203	זרה חול בעיניו	זרה-חול-בעיניו
204	חציר	חצר
205	עומד בעינו	עומד-בעינו
206	על אפו ועל חמתו	על-אפו-ועל-חמתו
207	פריטה	פרט
208	פשט יד	פשט-יד
209	רך לבב	רך-לבב
