# autumn_2025 · fmt=A · analogy=112 · completion=122
פריט	מנורמל	סוג	פרק	שאלה	תפקיד	תוצאה	התאמה
לארוג	לארוג	analogy	2	3	מסיח 2	full	ארג
סתת	סתת	analogy	2	3	מסיח 3	full	סתת
לגור	לגור	analogy	2	3	מסיח 3	miss	
כורם	כורם	analogy	2	3	מסיח 4	miss	
לבצור	לבצור	analogy	2	3	מסיח 4	full	בצר
התלקח	התלקח	analogy	2	4	רגל	close	לקח
לבעור	לבעור	analogy	2	4	רגל	full	בער
נטע	נטע	analogy	2	4	מסיח 1	full	נטע
לקטוף	לקטוף	analogy	2	4	מסיח 1	close	לקט
דגר	דגר	analogy	2	4	מסיח 2	miss	
לבקוע	לבקוע	analogy	2	4	מסיח 2	full	בקע
החלים	החלים	analogy	2	4	מסיח 3	full	חיל
לחלות	לחלות	analogy	2	4	מסיח 3	full	חיל
נאלם	נאלם	analogy	2	4	מסיח 4	full	נאלם
לשתוק	לשתוק	analogy	2	4	מסיח 4	miss	
אובייקטיביות	אובייקטיביות	analogy	2	5	רגל	close	אבק
משוא פנים	משוא פנים	analogy	2	5	רגל	full	משוא פנים
ענווה	ענווה	analogy	2	5	מסיח 1	miss	
גבהות לב	גבהות לב	analogy	2	5	מסיח 1	full	גבהות לב
בזבזנות	בזבזנות	analogy	2	5	מסיח 2	miss	
פשיטת רגל	פשיטת רגל	analogy	2	5	מסיח 2	close	פשט
סבלנות	סבלנות	analogy	2	5	מסיח 3	close	סבל
אורך רוח	אורך רוח	analogy	2	5	מסיח 3	full	אורך רוח
הצלחה	הצלחה	analogy	2	5	מסיח 4	close	צלח
צרות עין	צרות עין	analogy	2	5	מסיח 4	close	עין
טס	טס	analogy	2	6	רגל	full	טס
תקרובת	תקרובת	analogy	2	6	רגל	full	תקרובת
באר	באר	analogy	2	6	מסיח 1	full	ביאור
דלי	דלי	analogy	2	6	מסיח 1	miss	
צוהר	צוהר	analogy	2	6	מסיח 2	full	צוהר
נוף	נוף	analogy	2	6	מסיח 2	miss	
מעבורת	מעבורת	analogy	2	6	מסיח 3	close	עבר
גדה	גדה	analogy	2	6	מסיח 3	full	גדה
אקרן	אקרן	analogy	2	6	מסיח 4	close	קרנ
סרט	סרט	analogy	2	6	מסיח 4	miss	
חילוקי	חילוקי	completion	1	10	אפשרות 1	close	חלק
דעות	דעות	completion	1	10	אפשרות 1	close	דעת
טובות	טובות	completion	1	10	אפשרות 1	miss	
ומגובשות	ומגובשות	completion	1	10	אפשרות 1	miss	
שוגה	שוגה	completion	1	10	אפשרות 1	close	שגה
מסכים	מסכים	completion	1	10	אפשרות 1	full	מסך
שאיש	שאיש	completion	1	10	אפשרות 2	miss	
מרוצה	מרוצה	completion	1	10	אפשרות 2	close	רצה
מהן	מהן	completion	1	10	אפשרות 2	miss	
צודקת	צודקת	completion	1	10	אפשרות 2	close	צדק
חולק	חולק	completion	1	10	אפשרות 2	close	חלק
תמימות	תמימות	completion	1	10	אפשרות 3	close	תממ
דעים	דעים	completion	1	10	אפשרות 3	miss	
שגויות	שגויות	completion	1	10	אפשרות 3	miss	
מגובשות	מגובשות	completion	1	10	אפשרות 3	miss	
שאינן	שאינן	completion	1	10	אפשרות 4	full	שאנן
מביאות	מביאות	completion	1	10	אפשרות 4	miss	
בחשבון	בחשבון	completion	1	10	אפשרות 4	close	בחש
הגורמים	הגורמים	completion	1	10	אפשרות 4	full	גרום
הרלוונטיים	הרלוונטיים	completion	1	10	אפשרות 4	miss	
מינים	מינים	completion	1	10	אפשרות 4	miss	
אומרים	אומרים	completion	1	10	אפשרות 4	full	אמיר
החברה	החברה	completion	1	10	אפשרות 4	miss	
להגנת	להגנת	completion	1	10	אפשרות 4	close	הגנ
הטבע	הטבע	completion	1	10	אפשרות 4	full	טבע
מצבן	מצבן	completion	1	10	אפשרות 4	miss	
הציפורים	הציפורים	completion	1	10	אפשרות 4	full	צפיר
בארץ	בארץ	completion	1	10	אפשרות 4	close	ארצ
החמור	החמור	completion	1	11	אפשרות 1	miss	
הותיר	הותיר	completion	1	11	אפשרות 1	full	התיר
המשרד	המשרד	completion	1	11	אפשרות 1	miss	
הסביבה	הסביבה	completion	1	11	אפשרות 1	close	סבב
באדישותו	באדישותו	completion	1	11	אפשרות 1	miss	
נצליח	נצליח	completion	1	11	אפשרות 1	close	צלח
לגייס	לגייס	completion	1	11	אפשרות 1	miss	
משאבים	משאבים	completion	1	11	אפשרות 1	miss	
בהקדם	בהקדם	completion	1	11	אפשרות 1	close	בהק
בלשכת	בלשכת	completion	1	11	אפשרות 1	miss	
השר"	השר"	completion	1	11	אפשרות 1	miss	
תימנע	תימנע	completion	1	11	אפשרות 1	miss	
קטסטרופה	קטסטרופה	completion	1	11	אפשרות 1	close	רפה
ייכחדו	ייכחדו	completion	1	11	אפשרות 1	close	כחד
המעודד	המעודד	completion	1	11	אפשרות 2	miss	
לשמח	לשמח	completion	1	11	אפשרות 2	miss	
שוחרי	שוחרי	completion	1	11	אפשרות 2	close	שחר
דרושים	דרושים	completion	1	11	אפשרות 2	miss	
נוספים	נוספים	completion	1	11	אפשרות 2	miss	
אלה"	אלה"	completion	1	11	אפשרות 2	miss	
מעלה	מעלה	completion	1	11	אפשרות 3	close	עלה
חיוך	חיוך	completion	1	11	אפשרות 3	full	חך
פניהם	פניהם	completion	1	11	אפשרות 3	close	פנה
בהחלט	בהחלט	completion	1	11	אפשרות 3	miss	
בשורה	בשורה	completion	1	11	אפשרות 3	close	בשר
טובה	טובה	completion	1	11	אפשרות 3	miss	
בידינו	בידינו	completion	1	11	אפשרות 3	miss	
להכחיד	להכחיד	completion	1	11	אפשרות 3	close	כחד
הרשויות	הרשויות	completion	1	11	אפשרות 4	miss	
באדישותן	באדישותן	completion	1	11	אפשרות 4	miss	
תקווה	תקווה	completion	1	11	אפשרות 4	miss	
מחבריו"	מחבריו"	completion	1	11	אפשרות 4	miss	
יעלה	יעלה	completion	1	11	אפשרות 4	close	עלה
להציל	להציל	completion	1	11	אפשרות 4	miss	
מעוגת	מעוגת	completion	1	11	אפשרות 4	miss	
התפוחים	התפוחים	completion	1	11	אפשרות 4	full	התייפח
שהצעתי	שהצעתי	completion	1	11	אפשרות 4	miss	
ידעתי	ידעתי	completion	1	11	אפשרות 4	close	ידע
שנדב	שנדב	completion	1	11	אפשרות 4	miss	
נמנע	נמנע	completion	1	11	אפשרות 4	miss	
מלאכול	מלאכול	completion	1	11	אפשרות 4	close	מלא
עוגות	עוגות	completion	1	11	אפשרות 4	miss	
הייתי	הייתי	completion	1	12	אפשרות 1	miss	
נעלבת	נעלבת	completion	1	12	אפשרות 1	miss	
סירב	סירב	completion	1	12	אפשרות 1	miss	
לטעום	לטעום	completion	1	12	אפשרות 1	close	טעמ
לולא	לולא	completion	1	12	אפשרות 2	full	לולא
מתפלאת	מתפלאת	completion	1	12	אפשרות 2	close	פלא
התכבד	התכבד	completion	1	12	אפשרות 2	close	כבד
בפרוסה	בפרוסה	completion	1	12	אפשרות 2	close	פרס
עבה	עבה	completion	1	12	אפשרות 2	miss	
הסכים	הסכים	completion	1	12	אפשרות 3	full	סכם
הבנת	הבנת	completion	2	0	אפשרות 1	miss	
עברו	עברו	completion	2	0	אפשרות 1	close	עבר
תנאי	תנאי	completion	2	0	אפשרות 1	miss	
להבנת	להבנת	completion	2	0	אפשרות 1	miss	
ההווה	ההווה	completion	2	0	אפשרות 1	miss	
היצרים	היצרים	completion	2	0	אפשרות 2	close	הצר
הפועלים	הפועלים	completion	2	0	אפשרות 2	close	עלמ
חברות	חברות	completion	2	0	אפשרות 2	miss	
ועמים	ועמים	completion	2	0	אפשרות 2	full	עמום
היחיד	היחיד	completion	2	0	אפשרות 2	miss	
צריכים	צריכים	completion	2	0	אפשרות 3	close	צרכ
ללמוד	ללמוד	completion	2	0	אפשרות 3	close	למד
המוסכמות	המוסכמות	completion	2	0	אפשרות 3	close	מסכ
החברתיות	החברתיות	completion	2	0	אפשרות 3	miss	
החינוך	החינוך	completion	2	0	אפשרות 3	miss	
הבוגר	הבוגר	completion	2	0	אפשרות 4	miss	
מחייבת	מחייבת	completion	2	0	אפשרות 4	miss	
שהוטמעו	שהוטמעו	completion	2	0	אפשרות 4	close	טמע
בילדותו	בילדותו	completion	2	0	אפשרות 4	close	דתו
גבוהים	גבוהים	completion	2	15	אפשרות 1	miss	
נמוכים	נמוכים	completion	2	15	אפשרות 3	miss	
לקוחו	לקוחו	completion	2	15	אפשרות 4	close	לקח
והיא	והיא	completion	2	15	אפשרות 4	miss	
אמרה	אמרה	completion	2	15	אפשרות 4	full	אמרה
טענות	טענות	completion	2	15	אפשרות 4	miss	
התביעה	התביעה	completion	2	15	אפשרות 4	miss	
שהוגשה	שהוגשה	completion	2	16	אפשרות 1	miss	
משכנעות	משכנעות	completion	2	16	אפשרות 1	close	כנע
פניהן	פניהן	completion	2	16	אפשרות 1	close	פנה
ספורים	ספורים	completion	2	16	אפשרות 1	full	ספר
מתקבלות	מתקבלות	completion	2	16	אפשרות 1	close	קבל
הנמנע	הנמנע	completion	2	16	אפשרות 1	miss	
שהגיש	שהגיש	completion	2	16	אפשרות 2	miss	
מבוססות	מבוססות	completion	2	16	אפשרות 2	close	בסס
מעטים	מעטים	completion	2	16	אפשרות 2	close	מעט
נדחות	נדחות	completion	2	16	אפשרות 2	full	נידח
סיכוי	סיכוי	completion	2	16	אפשרות 2	miss	
מעוגנות	מעוגנות	completion	2	16	אפשרות 3	close	עגנ
בחוק	בחוק	completion	2	16	אפשרות 3	miss	
בטוח	בטוח	completion	2	16	אפשרות 3	close	בטח
מופרכות	מופרכות	completion	2	16	אפשרות 4	close	פרכ
סביר	סביר	completion	2	16	אפשרות 4	full	סבר
