# summer_2025 · fmt=A · analogy=105 · completion=141
פריט	מנורמל	סוג	פרק	שאלה	תפקיד	תוצאה	התאמה
מתנה	מתנה	analogy	2	1	מסיח 4	close	מתנ
לעטוף	לעטוף	analogy	2	1	מסיח 4	close	לעט
עגן	עגן	analogy	2	2	רגל	full	עגן
שט	שט	analogy	2	2	רגל	miss	
חנה	חנה	analogy	2	2	מסיח 1	miss	
נסע	נסע	analogy	2	2	מסיח 1	miss	
נחת	נחת	analogy	2	2	מסיח 2	full	נחת
המריא	המריא	analogy	2	2	מסיח 2	full	מורא
עמד	עמד	analogy	2	2	מסיח 3	close	עמד
רץ	רץ	analogy	2	2	מסיח 3	miss	
בלם	בלם	analogy	2	2	מסיח 4	full	בלום
דיווש	דיווש	analogy	2	2	מסיח 4	full	דש
דומים	דומים	analogy	2	3	רגל	full	דומם
דמיון	דמיון	analogy	2	3	רגל	close	דמנ
מתחרים	מתחרים	analogy	2	3	מסיח 1	miss	
יריבות	יריבות	analogy	2	3	מסיח 1	miss	
עמיתים	עמיתים	analogy	2	3	מסיח 2	miss	
מקצוע	מקצוע	analogy	2	3	מסיח 2	close	קצע
אדיבים	אדיבים	analogy	2	3	מסיח 3	miss	
נימוס	נימוס	analogy	2	3	מסיח 3	miss	
נשואים	נשואים	analogy	2	3	מסיח 4	full	נשיא
חתונה	חתונה	analogy	2	3	מסיח 4	miss	
יצירת ביכורים	יצירת ביכורים	analogy	2	5	רגל	close	בכר
שירת הברבור	שירת הברבור	analogy	2	5	רגל	full	שירת הברבור
הקדמה	הקדמה	analogy	2	5	מסיח 1	close	דמה
מנה עיקרית	מנה עיקרית	analogy	2	5	מסיח 2	close	קרת
קינוח	קינוח	analogy	2	5	מסיח 2	miss	
קונצרט	קונצרט	analogy	2	5	מסיח 3	close	נצר
הדרן	הדרן	analogy	2	5	מסיח 3	full	הדרן
יורה	יורה	analogy	2	5	מסיח 4	full	יורה
מלקוש	מלקוש	analogy	2	5	מסיח 4	close	מלק
אמתלה	אמתלה	analogy	2	6	רגל	full	אמתלה
נימוק	נימוק	analogy	2	6	רגל	full	נמק
תחינה	תחינה	analogy	2	6	מסיח 1	full	תחינה
בקשה	בקשה	analogy	2	6	מסיח 1	close	קשה
גינוי	גינוי	analogy	2	6	מסיח 3	miss	
תגובה	תגובה	analogy	2	6	מסיח 3	miss	
עלילה	עלילה	analogy	2	6	מסיח 4	full	עלילה
האשמה	האשמה	analogy	2	6	מסיח 4	close	אשמ
שבנוגע	שבנוגע	completion	1	14	אפשרות 1	miss	
לדברים	לדברים	completion	1	14	אפשרות 1	full	דביר
טובים	טובים	completion	1	14	אפשרות 1	miss	
תמיד	תמיד	completion	1	14	אפשרות 1	miss	
פלא	פלא	completion	1	14	אפשרות 1	close	פלא
שכאשר	שכאשר	completion	1	14	אפשרות 1	close	אשר
גורמת	גורמת	completion	1	14	אפשרות 1	close	גרמ
המשיך	המשיך	completion	1	14	אפשרות 1	close	משכ
לדבוק	לדבוק	completion	1	14	אפשרות 1	full	דבק
שלגביו	שלגביו	completion	1	14	אפשרות 3	miss	
שינה	שינה	completion	1	14	אפשרות 3	miss	
מקבל	מקבל	completion	1	15	אפשרות 1	close	קבל
קיווה	קיווה	completion	1	15	אפשרות 1	miss	
שאינה	שאינה	completion	1	15	אפשרות 1	close	אנה
המתרפסים	המתרפסים	completion	1	15	אפשרות 1	close	רפס
לממש	לממש	completion	1	15	אפשרות 1	miss	
שועה	שועה	completion	1	15	אפשרות 2	full	שעה
השתוקק	השתוקק	completion	1	15	אפשרות 2	miss	
שלעולם	שלעולם	completion	1	15	אפשרות 2	close	עלמ
מתרפסת	מתרפסת	completion	1	15	אפשרות 2	close	רפס
לסגת	לסגת	completion	1	15	אפשרות 2	miss	
ייחל	ייחל	completion	1	15	אפשרות 3	close	יחל
הידועה	הידועה	completion	1	15	אפשרות 3	close	ידע
כמלחכת	כמלחכת	completion	1	15	אפשרות 3	close	מלח
פנכה	פנכה	completion	1	15	אפשרות 3	full	פנכה
נוהג	נוהג	completion	1	15	אפשרות 4	miss	
בניגוד	בניגוד	completion	1	15	אפשרות 4	close	נגד
חשש	חשש	completion	1	15	אפשרות 4	miss	
שההתרפסות	שההתרפסות	completion	1	15	אפשרות 4	close	רפס
טבע	טבע	completion	1	15	אפשרות 4	full	טבע
לחזור	לחזור	completion	1	15	אפשרות 4	full	חיזר
הדגש	הדגש	completion	1	16	אפשרות 1	miss	
ששם	ששם	completion	1	16	אפשרות 1	miss	
ביאליק	ביאליק	completion	1	16	אפשרות 1	miss	
דיבור	דיבור	completion	1	16	אפשרות 1	full	דביר
עברי	עברי	completion	1	16	אפשרות 1	close	עבר
נבע	נבע	completion	1	16	אפשרות 1	close	נבע
הרצון	הרצון	completion	1	16	אפשרות 1	miss	
להתרחק	להתרחק	completion	1	16	אפשרות 1	close	התר
העיסוק	העיסוק	completion	1	16	אפשרות 1	miss	
באוצרות	באוצרות	completion	1	16	אפשרות 1	close	אצר
הרוח	הרוח	completion	1	16	אפשרות 1	full	רווח
העבריים	העבריים	completion	1	16	אפשרות 1	close	עבר
מרצונו	מרצונו	completion	1	16	אפשרות 1	miss	
שכוחם	שכוחם	completion	1	16	אפשרות 1	miss	
יבוא	יבוא	completion	1	16	אפשרות 1	miss	
הולם	הולם	completion	1	16	אפשרות 1	full	הלם
לפיכך	לפיכך	completion	1	16	אפשרות 2	full	לפיכך
טענת	טענת	completion	1	16	אפשרות 2	miss	
מקטרגיו	מקטרגיו	completion	1	16	אפשרות 2	close	קטרג
ביקש	ביקש	completion	1	16	אפשרות 2	close	בקש
להפוך	להפוך	completion	1	16	אפשרות 2	close	הפכ
העברית	העברית	completion	1	16	אפשרות 2	close	עבר
מלשון	מלשון	completion	1	16	אפשרות 2	miss	
אוצרות	אוצרות	completion	1	16	אפשרות 2	full	אצר
ללשון	ללשון	completion	1	16	אפשרות 2	miss	
שתתבסס	שתתבסס	completion	1	16	אפשרות 2	close	שתת
להבין	להבין	completion	1	16	אפשרות 3	miss	
תפיסתו	תפיסתו	completion	1	16	אפשרות 3	miss	
כרצון	כרצון	completion	1	16	אפשרות 3	miss	
למנוע	למנוע	completion	1	16	אפשרות 3	miss	
מאוצרות	מאוצרות	completion	1	16	אפשרות 3	close	אצר
להשפיע	להשפיע	completion	1	16	אפשרות 3	miss	
התרבות	התרבות	completion	1	16	אפשרות 3	close	התר
המודרנית	המודרנית	completion	1	16	אפשרות 3	miss	
התנגד	התנגד	completion	1	16	אפשרות 4	close	נגד
לתפיסה	לתפיסה	completion	1	16	אפשרות 4	miss	
שמגע	שמגע	completion	1	16	אפשרות 4	miss	
חי	חי	completion	1	16	אפשרות 4	miss	
המציאות	המציאות	completion	1	16	אפשרות 4	close	מצא
יומית	יומית	completion	1	16	אפשרות 4	miss	
עשוי	עשוי	completion	1	16	אפשרות 4	miss	
להעשיר	להעשיר	completion	1	16	אפשרות 4	miss	
דרשה	דרשה	completion	2	7	אפשרות 1	miss	
להעמיק	להעמיק	completion	2	7	אפשרות 1	close	העמ
מחויבותו	מחויבותו	completion	2	7	אפשרות 1	miss	
החברתית	החברתית	completion	2	7	אפשרות 1	miss	
הקבוצה	הקבוצה	completion	2	7	אפשרות 1	close	קבצ
הצלחה	הצלחה	completion	2	7	אפשרות 1	close	צלח
והעורכים	והעורכים	completion	2	7	אפשרות 1	miss	
להקדיש	להקדיש	completion	2	7	אפשרות 1	close	להק
מדור	מדור	completion	2	7	אפשרות 1	miss	
מיוחד	מיוחד	completion	2	7	אפשרות 1	miss	
לעניינים	לעניינים	completion	2	7	אפשרות 1	miss	
חברתיים	חברתיים	completion	2	7	אפשרות 1	close	רתמ
מחתה	מחתה	completion	2	7	אפשרות 2	full	מחתה
הקו	הקו	completion	2	7	אפשרות 2	miss	
השמרני	השמרני	completion	2	7	אפשרות 2	close	שמר
העורכים	העורכים	completion	2	7	אפשרות 2	miss	
כישלון	כישלון	completion	2	7	אפשרות 2	close	כשל
ומתנגדיהם	ומתנגדיהם	completion	2	7	אפשרות 2	close	מתנ
להירתם	להירתם	completion	2	7	אפשרות 2	close	רתמ
לחיזוק	לחיזוק	completion	2	7	אפשרות 2	miss	
המגמה	המגמה	completion	2	7	אפשרות 2	miss	
השמרנית	השמרנית	completion	2	7	אפשרות 2	close	שמר
קבלה	קבלה	completion	2	7	אפשרות 3	close	בלה
האדישות	האדישות	completion	2	7	אפשרות 3	miss	
הפוליטית	הפוליטית	completion	2	7	אפשרות 3	close	פלט
לבטא	לבטא	completion	2	7	אפשרות 3	close	לבט
להבא	להבא	completion	2	7	אפשרות 3	miss	
עמדתם	עמדתם	completion	2	7	אפשרות 3	close	עמד
ביתר	ביתר	completion	2	7	אפשרות 3	full	ביתר
תקיפות	תקיפות	completion	2	7	אפשרות 3	miss	
ביקשה	ביקשה	completion	2	7	אפשרות 4	close	קשה
לבטל	לבטל	completion	2	7	אפשרות 4	close	בטל
השינויים	השינויים	completion	2	7	אפשרות 4	close	השני
המתוכננים	המתוכננים	completion	2	7	אפשרות 4	close	תכנ
במתכונתו	במתכונתו	completion	2	7	אפשרות 4	close	תכנ
חסידי	חסידי	completion	2	7	אפשרות 4	close	חסד
השינוי	השינוי	completion	2	7	אפשרות 4	close	השני
לתמוך	לתמוך	completion	2	7	אפשרות 4	close	תמכ
בשינויים	בשינויים	completion	2	7	אפשרות 4	close	בשנ
לבני	לבני	completion	2	7	אפשרות 4	close	לבנ
לצפות	לצפות	completion	2	7	אפשרות 4	miss	
ולצלמם	ולצלמם	completion	2	7	אפשרות 4	close	צלמ
מקרוב	מקרוב	completion	2	7	אפשרות 4	miss	
מנגד	מנגד	completion	2	7	אפשרות 4	full	מנגד
נרתעים	נרתעים	completion	2	8	אפשרות 1	close	רתע
ניגשים	ניגשים	completion	2	8	אפשרות 1	full	נוגש
ולפיכך	ולפיכך	completion	2	8	אפשרות 2	full	לפיכך
חוששים	חוששים	completion	2	8	אפשרות 3	miss	
ואכן	ואכן	completion	2	8	אפשרות 4	miss	
היווצרות	היווצרות	completion	2	8	אפשרות 4	close	הצר
פער	פער	completion	2	8	אפשרות 4	full	פעור
הסטנדרטים	הסטנדרטים	completion	2	8	אפשרות 4	miss	
הכמותיים	הכמותיים	completion	2	8	אפשרות 4	miss	
היותר	היותר	completion	2	9	אפשרות 1	full	התיר
לשמור	לשמור	completion	2	9	אפשרות 1	close	שמר
התוצאה	התוצאה	completion	2	9	אפשרות 1	miss	
הבלתי	הבלתי	completion	2	9	אפשרות 1	close	בלתי
נמנעת	נמנעת	completion	2	9	אפשרות 1	miss	
להתפתח	להתפתח	completion	2	9	אפשרות 2	close	תפת
ולהעלות	ולהעלות	completion	2	9	אפשרות 2	miss	
תעוכב	תעוכב	completion	2	9	אפשרות 2	miss	
ישרור	ישרור	completion	2	9	אפשרות 2	close	שרר
החשש	החשש	completion	2	9	אפשרות 3	miss	
עדיין	עדיין	completion	2	9	אפשרות 3	close	עדנ
לייצר	לייצר	completion	2	9	אפשרות 4	miss	
וכך	וכך	completion	2	9	אפשרות 4	full	כוך
להעלות	להעלות	completion	2	9	אפשרות 4	miss	
במקרה	במקרה	completion	2	9	אפשרות 4	close	קרה
