# winter_2022 · fmt=A · analogy=109 · completion=178
פריט	מנורמל	סוג	פרק	שאלה	תפקיד	תוצאה	התאמה
טוען	טוען	completion	1	9	אפשרות 1	miss	
להפריד	להפריד	completion	1	9	אפשרות 1	close	פרד
מחברת	מחברת	completion	1	9	אפשרות 1	miss	
מדגיש	מדגיש	completion	1	9	אפשרות 2	miss	
הדמיון	הדמיון	completion	1	9	אפשרות 2	close	דמנ
דמותו	דמותו	completion	1	9	אפשרות 2	miss	
קיום	קיום	completion	1	9	אפשרות 3	miss	
מעדיף	מעדיף	completion	1	9	אפשרות 4	miss	
הדגים	הדגים	completion	1	10	אפשרות 1	miss	
שבאקווריום	שבאקווריום	completion	1	10	אפשרות 1	close	קרמ
וגודלו	וגודלו	completion	1	10	אפשרות 1	close	גדל
האקווריום	האקווריום	completion	1	10	אפשרות 1	close	קרמ
נותר	נותר	completion	1	10	אפשרות 1	full	ניתר
כשהיה	כשהיה	completion	1	10	אפשרות 1	close	שהה
כשהוגדל	כשהוגדל	completion	1	10	אפשרות 2	close	גדל
השתנתה	השתנתה	completion	1	10	אפשרות 2	miss	
הצפיפות	הצפיפות	completion	1	10	אפשרות 2	miss	
גדל	גדל	completion	1	10	אפשרות 3	full	גדיל
חדל	חדל	completion	1	10	אפשרות 4	full	חדל
להשפיע	להשפיע	completion	1	10	אפשרות 4	miss	
גרועים	גרועים	completion	2	12	אפשרות 1	full	גרע
שלילית	שלילית	completion	2	12	אפשרות 1	close	שלל
בעשור	בעשור	completion	2	12	אפשרות 1	miss	
האחרון	האחרון	completion	2	12	אפשרות 1	close	אחר
התדרדרה	התדרדרה	completion	2	12	אפשרות 1	close	תדר
איכותם	איכותם	completion	2	12	אפשרות 1	close	כתמ
הסרטים	הסרטים	completion	2	12	אפשרות 1	miss	
ההונגריים	ההונגריים	completion	2	12	אפשרות 1	close	נגר
אפילו	אפילו	completion	2	12	אפשרות 1	close	אפל
הגרוע	הגרוע	completion	2	12	אפשרות 1	full	גרע
שבהם	שבהם	completion	2	12	אפשרות 1	close	שבה
כנראה	כנראה	completion	2	12	אפשרות 1	miss	
מוצלח	מוצלח	completion	2	12	אפשרות 1	close	צלח
במיוחד	במיוחד	completion	2	12	אפשרות 1	miss	
מוצלחים	מוצלחים	completion	2	12	אפשרות 2	close	צלח
הקולנוע	הקולנוע	completion	2	12	אפשרות 2	close	הקל
ההונגרי	ההונגרי	completion	2	12	אפשרות 2	close	נגר
נהנה	נהנה	completion	2	12	אפשרות 2	close	הנה
מפריחה	מפריחה	completion	2	12	אפשרות 2	close	פרח
כה	כה	completion	2	12	אפשרות 2	miss	
מרשימה	מרשימה	completion	2	12	אפשרות 2	miss	
סרט	סרט	completion	2	12	אפשרות 2	miss	
הונגרי	הונגרי	completion	2	12	אפשרות 2	close	נגר
בינוני	בינוני	completion	2	12	אפשרות 2	miss	
ראוי	ראוי	completion	2	12	אפשרות 2	miss	
לצפייה	לצפייה	completion	2	12	אפשרות 2	miss	
חיובית	חיובית	completion	2	12	אפשרות 3	miss	
חמוטל	חמוטל	completion	2	12	אפשרות 3	miss	
סולדת	סולדת	completion	2	12	אפשרות 3	close	סלד
מהקולנוע	מהקולנוע	completion	2	12	אפשרות 3	close	הקל
תשובה	תשובה	completion	2	12	אפשרות 3	close	שבה
כזו	כזו	completion	2	12	אפשרות 3	miss	
מפיה	מפיה	completion	2	12	אפשרות 3	miss	
משמעה	משמעה	completion	2	12	אפשרות 3	miss	
שהסרט	שהסרט	completion	2	12	אפשרות 3	miss	
עשוי	עשוי	completion	2	12	אפשרות 3	miss	
למצוא	למצוא	completion	2	12	אפשרות 3	close	מצא
חן	חן	completion	2	12	אפשרות 3	miss	
בעיניי	בעיניי	completion	2	12	אפשרות 3	miss	
מעריצה	מעריצה	completion	2	12	אפשרות 4	close	רצה
מסתייגת	מסתייגת	completion	2	12	אפשרות 4	miss	
מהסרט	מהסרט	completion	2	12	אפשרות 4	miss	
להעיד	להעיד	completion	2	12	אפשרות 4	miss	
טיבו	טיבו	completion	2	12	אפשרות 4	miss	
שמץ	שמץ	completion	2	12	אפשרות 4	full	שמץ
למרבה	למרבה	completion	2	12	אפשרות 4	miss	
הפלא	הפלא	completion	2	12	אפשרות 4	full	הפליא
רעיון	רעיון	completion	2	13	אפשרות 1	miss	
היגיון	היגיון	completion	2	13	אפשרות 1	full	יגון
נקודת	נקודת	completion	2	13	אפשרות 1	close	נקד
התורפה	התורפה	completion	2	13	אפשרות 1	full	תורפה
התאוריה	התאוריה	completion	2	13	אפשרות 1	close	ארה
עונש	עונש	completion	2	13	אפשרות 2	miss	
צדק	צדק	completion	2	13	אפשרות 2	close	צדק
תוצאה	תוצאה	completion	2	13	אפשרות 2	miss	
שכיחה	שכיחה	completion	2	13	אפשרות 2	miss	
עיוות	עיוות	completion	2	13	אפשרות 2	full	עווית
דין	דין	completion	2	13	אפשרות 2	miss	
חיבור	חיבור	completion	2	13	אפשרות 3	miss	
חדשנות	חדשנות	completion	2	13	אפשרות 3	close	שנת
פרי	פרי	completion	2	13	אפשרות 3	close	פרי
עטו	עטו	completion	2	13	אפשרות 3	miss	
כותב	כותב	completion	2	13	אפשרות 3	miss	
שמרני	שמרני	completion	2	13	אפשרות 3	close	שמר
שאפתנות	שאפתנות	completion	2	13	אפשרות 4	miss	
תוצר	תוצר	completion	2	13	אפשרות 4	miss	
ישיר	ישיר	completion	2	13	אפשרות 4	close	ישר
החינוך	החינוך	completion	2	13	אפשרות 4	miss	
ההישגי	ההישגי	completion	2	13	אפשרות 4	miss	
החליט	החליט	completion	2	13	אפשרות 4	miss	
המומחים	המומחים	completion	2	13	אפשרות 4	miss	
בסוכנות	בסוכנות	completion	2	13	אפשרות 4	close	סכנ
החלל	החלל	completion	2	13	אפשרות 4	full	חולל
הלאומית	הלאומית	completion	2	13	אפשרות 4	close	אמת
סברו	סברו	completion	2	13	אפשרות 4	close	סבר
שמסעה	שמסעה	completion	2	13	אפשרות 4	miss	
מעבורת	מעבורת	completion	2	13	אפשרות 4	close	עבר
קלינסקי"	קלינסקי"	completion	2	13	אפשרות 4	close	נסק
חלק	חלק	completion	2	14	אפשרות 1	close	חלק
הארי	הארי	completion	2	14	אפשרות 1	close	הארי
נחל	נחל	completion	2	14	אפשרות 1	full	נחל
כישלון	כישלון	completion	2	14	אפשרות 1	close	כשל
להשעות	להשעות	completion	2	14	אפשרות 1	close	שעת
לעת	לעת	completion	2	14	אפשרות 1	full	עווית
עתה	עתה	completion	2	14	אפשרות 1	miss	
המשך	המשך	completion	2	14	אפשרות 1	close	משכ
ישמע	ישמע	completion	2	14	אפשרות 1	close	ישמ
דעת	דעת	completion	2	14	אפשרות 1	close	דעת
המיעוט	המיעוט	completion	2	14	אפשרות 1	full	המעיט
יוסיף	יוסיף	completion	2	14	אפשרות 1	miss	
לתמוך	לתמוך	completion	2	14	אפשרות 1	close	תמכ
בפרויקט	בפרויקט	completion	2	14	אפשרות 1	close	פרק
מיעוט	מיעוט	completion	2	14	אפשרות 2	close	מעט
מבוטל	מבוטל	completion	2	14	אפשרות 2	close	בטל
מקרב	מקרב	completion	2	14	אפשרות 2	miss	
להפסיק	להפסיק	completion	2	14	אפשרות 2	miss	
ספק	ספק	completion	2	14	אפשרות 2	close	ספק
בדבר	בדבר	completion	2	14	אפשרות 2	close	דבר
טעותם	טעותם	completion	2	14	אפשרות 2	miss	
מומחים	מומחים	completion	2	14	אפשרות 2	miss	
מעטים	מעטים	completion	2	14	אפשרות 2	close	מעט
הוכתר	הוכתר	completion	2	14	אפשרות 3	miss	
בהצלחה	בהצלחה	completion	2	14	אפשרות 3	close	צלח
לעכב	לעכב	completion	2	14	אפשרות 3	miss	
ולו	ולו	completion	2	14	אפשרות 3	miss	
לרגע	לרגע	completion	2	14	אפשרות 3	miss	
מייחס	מייחס	completion	2	14	אפשרות 3	miss	
משקל	משקל	completion	2	14	אפשרות 3	miss	
מועט	מועט	completion	2	14	אפשרות 3	close	מעט
לדעתם	לדעתם	completion	2	14	אפשרות 3	close	דעת
להמשיך	להמשיך	completion	2	14	אפשרות 4	close	משכ
הקולות	הקולות	completion	2	14	אפשרות 4	close	הקל
המעטים	המעטים	completion	2	14	אפשרות 4	full	המעיט
שגרסו	שגרסו	completion	2	14	אפשרות 4	close	שגר
המסע	המסע	completion	2	14	אפשרות 4	miss	
נכשל	נכשל	completion	2	14	אפשרות 4	close	כשל
שכנעו	שכנעו	completion	2	14	אפשרות 4	close	כנע
