# summer_2023 · fmt=A · analogy=111 · completion=186
פריט	מנורמל	סוג	פרק	שאלה	תפקיד	תוצאה	התאמה
ציור	ציור	analogy	2	5	מסיח 3	full	צור
אומנות	אומנות	analogy	2	5	מסיח 3	close	אמנ
מבחנה	מבחנה	analogy	2	5	מסיח 4	miss	
כימיה	כימיה	analogy	2	5	מסיח 4	full	כמה
גז	גז	analogy	2	6	רגל	full	גז
פלך	פלך	analogy	2	6	רגל	full	פלך
קציר	קציר	analogy	2	6	מסיח 1	close	קצר
רחיים	רחיים	analogy	2	6	מסיח 1	full	ריחיים
בציר	בציר	analogy	2	6	מסיח 2	full	בצר
יקב	יקב	analogy	2	6	מסיח 2	miss	
מסיק	מסיק	analogy	2	6	מסיח 3	full	מסק
שמן	שמן	analogy	2	6	מסיח 3	miss	
אסיף	אסיף	analogy	2	6	מסיח 4	miss	
מטע	מטע	analogy	2	6	מסיח 4	miss	
תחשוש	תחשוש	completion	1	9	אפשרות 1	miss	
ביכולתך	ביכולתך	completion	1	9	אפשרות 1	close	בכל
הרי	הרי	completion	1	9	אפשרות 1	close	הרי
תשיגך	תשיגך	completion	1	9	אפשרות 1	miss	
מקרה	מקרה	completion	1	9	אפשרות 1	close	קרה
תמתין	תמתין	completion	1	9	אפשרות 2	close	מתנ
בחיבוק	בחיבוק	completion	1	9	אפשרות 2	miss	
ידיים	ידיים	completion	1	9	אפשרות 2	close	ידי
ואל	ואל	completion	1	9	אפשרות 2	full	אויל
תשתדל	תשתדל	completion	1	9	אפשרות 2	close	שתדל
פן	פן	completion	1	9	אפשרות 2	full	פן
תיתפס	תיתפס	completion	1	9	אפשרות 2	miss	
בלתי	בלתי	completion	1	9	אפשרות 2	close	בלתי
מוכן	מוכן	completion	1	9	אפשרות 2	miss	
דע	דע	completion	1	9	אפשרות 3	miss	
תוכל	תוכל	completion	1	9	אפשרות 3	miss	
תשכיל	תשכיל	completion	1	9	אפשרות 3	close	שכל
שהרי	שהרי	completion	1	9	אפשרות 3	close	הרי
מרבית	מרבית	completion	1	9	אפשרות 3	miss	
הצרות	הצרות	completion	1	9	אפשרות 3	full	צור
להתמודד	להתמודד	completion	1	9	אפשרות 3	miss	
שתיפגע	שתיפגע	completion	1	9	אפשרות 4	miss	
תחשוב	תחשוב	completion	1	9	אפשרות 4	miss	
בוודאי	בוודאי	completion	1	9	אפשרות 4	miss	
שיכולת	שיכולת	completion	1	9	אפשרות 4	close	שכל
השכלת	השכלת	completion	1	9	אפשרות 4	close	שכל
התחל	התחל	completion	1	9	אפשרות 4	close	תחל
עכשיו	עכשיו	completion	1	9	אפשרות 4	miss	
שמאמינים	שמאמינים	completion	1	9	אפשרות 4	close	אמנ
נאבקו	נאבקו	completion	1	9	אפשרות 4	close	אבק
בממסד	בממסד	completion	1	9	אפשרות 4	miss	
הדתי	הדתי	completion	1	9	אפשרות 4	miss	
השמרן	השמרן	completion	1	9	אפשרות 4	close	שמר
בשם	בשם	completion	1	9	אפשרות 4	close	בשמ
הזכות	הזכות	completion	1	9	אפשרות 4	full	זך
לפרש	לפרש	completion	1	9	אפשרות 4	close	פרש
הכתובים	הכתובים	completion	1	9	אפשרות 4	miss	
סביר	סביר	completion	1	10	אפשרות 1	full	סבר
השקפת	השקפת	completion	1	10	אפשרות 1	close	שקפ
עולמם	עולמם	completion	1	10	אפשרות 1	full	עלומים
יסכימו	יסכימו	completion	1	10	אפשרות 1	close	סכמ
מפתיע	מפתיע	completion	1	10	אפשרות 2	miss	
המקובל	המקובל	completion	1	10	אפשרות 2	close	קבל
ייכנעו	ייכנעו	completion	1	10	אפשרות 2	close	כנע
לחזות	לחזות	completion	1	10	אפשרות 3	miss	
מצפונם	מצפונם	completion	1	10	אפשרות 3	close	צפנ
לבסוף	לבסוף	completion	1	10	אפשרות 3	miss	
הפרשנות	הפרשנות	completion	1	10	אפשרות 4	close	פרש
המקובלת	המקובלת	completion	1	10	אפשרות 4	close	קבל
יסרבו	יסרבו	completion	1	10	אפשרות 4	close	יסר
טען	טען	completion	1	10	אפשרות 4	miss	
ד"רהראל	ד"רהראל	completion	1	10	אפשרות 4	miss	
חסרת	חסרת	completion	1	11	אפשרות 1	close	חסר
טעם	טעם	completion	1	11	אפשרות 1	close	טעמ
במרבית	במרבית	completion	1	11	אפשרות 1	miss	
מולדת	מולדת	completion	1	11	אפשרות 1	miss	
שאי	שאי	completion	1	11	אפשרות 1	miss	
חיובית	חיובית	completion	1	11	אפשרות 1	miss	
בזבוז	בזבוז	completion	1	11	אפשרות 2	miss	
ומשאבים	ומשאבים	completion	1	11	אפשרות 2	miss	
במעטים	במעטים	completion	1	11	אפשרות 2	close	מעט
נרכשת	נרכשת	completion	1	11	אפשרות 2	miss	
שאפשר	שאפשר	completion	1	11	אפשרות 2	close	פשר
שלילית	שלילית	completion	1	11	אפשרות 2	close	שלל
בגדר	בגדר	completion	1	11	אפשרות 4	miss	
תורם	תורם	completion	2	15	אפשרות 1	miss	
קלות	קלות	completion	2	15	אפשרות 1	miss	
הצדקה	הצדקה	completion	2	15	אפשרות 1	close	צדק
לחולים	לחולים	completion	2	15	אפשרות 1	full	חיל
והן	והן	completion	2	15	אפשרות 1	miss	
לבריאים	לבריאים	completion	2	15	אפשרות 1	close	ראמ
בהרבה	בהרבה	completion	2	15	אפשרות 2	miss	
שכיחות	שכיחות	completion	2	15	אפשרות 2	full	שכיח
להפוך	להפוך	completion	2	15	אפשרות 2	close	הפכ
פיה	פיה	completion	2	15	אפשרות 2	miss	
תרומה	תרומה	completion	2	15	אפשרות 3	close	רמה
מכרעת	מכרעת	completion	2	15	אפשרות 3	close	כרע
ראוי	ראוי	completion	2	15	אפשרות 3	miss	
לדבוק	לדבוק	completion	2	15	אפשרות 3	full	דבק
מסייע	מסייע	completion	2	15	אפשרות 4	miss	
רבה	רבה	completion	2	15	אפשרות 4	miss	
חמורות	חמורות	completion	2	15	אפשרות 4	close	מרת
מוטב	מוטב	completion	2	15	אפשרות 4	miss	
לשנות	לשנות	completion	2	15	אפשרות 4	close	שנת
לאנשים	לאנשים	completion	2	15	אפשרות 4	full	אנוש
בריאים	בריאים	completion	2	15	אפשרות 4	close	ראמ
פתיחת	פתיחת	completion	2	15	אפשרות 4	miss	
תערוכת	תערוכת	completion	2	15	אפשרות 4	close	תער
הציורים	הציורים	completion	2	15	אפשרות 4	full	צור
בנה	בנה	completion	2	15	אפשרות 4	miss	
בא	בא	completion	2	15	אפשרות 4	miss	
יואב	יואב	completion	2	15	אפשרות 4	miss	
והחל	והחל	completion	2	15	אפשרות 4	full	חיל
לדבר	לדבר	completion	2	15	אפשרות 4	full	דביר
הצעה	הצעה	completion	2	15	אפשרות 4	miss	
להרצות	להרצות	completion	2	15	אפשרות 4	miss	
בכנס	בכנס	completion	2	15	אפשרות 4	miss	
בחיפה	בחיפה	completion	2	15	אפשרות 4	close	חפה
חשבה	חשבה	completion	2	16	אפשרות 1	close	שבה
להיענות	להיענות	completion	2	16	אפשרות 1	miss	
שלשם	שלשם	completion	2	16	אפשרות 1	miss	
עליה	עליה	completion	2	16	אפשרות 1	close	עלה
להיעדר	להיעדר	completion	2	16	אפשרות 1	miss	
ליבה	ליבה	completion	2	16	אפשרות 1	full	ליבה
תאכזב	תאכזב	completion	2	16	אפשרות 1	close	כזב
החשוב	החשוב	completion	2	16	אפשרות 1	miss	
הזה	הזה	completion	2	16	אפשרות 1	full	הזה
דחתה	דחתה	completion	2	16	אפשרות 1	close	חתה
עצתו	עצתו	completion	2	16	אפשרות 1	miss	
שצר	שצר	completion	2	16	אפשרות 1	miss	
נענתה	נענתה	completion	2	16	אפשרות 2	miss	
בחיוב	בחיוב	completion	2	16	אפשרות 2	miss	
שנקבע	שנקבע	completion	2	16	אפשרות 2	close	קבע
בדיוק	בדיוק	completion	2	16	אפשרות 2	close	בדק
ליום	ליום	completion	2	16	אפשרות 2	miss	
התרגשותו	התרגשותו	completion	2	16	אפשרות 2	close	התר
לקראת	לקראת	completion	2	16	אפשרות 2	miss	
התערוכה	התערוכה	completion	2	16	אפשרות 2	close	תער
ועורר	ועורר	completion	2	16	אפשרות 2	close	ערר
ספקות	ספקות	completion	2	16	אפשרות 2	close	ספק
הניחה	הניחה	completion	2	16	אפשרות 2	full	נחה
לספקות	לספקות	completion	2	16	אפשרות 2	close	ספק
החלטתה	החלטתה	completion	2	16	אפשרות 2	miss	
ידעה	ידעה	completion	2	16	אפשרות 2	close	ידע
שהייתה	שהייתה	completion	2	16	אפשרות 2	miss	
מצטערת	מצטערת	completion	2	16	אפשרות 2	miss	
נאלצה	נאלצה	completion	2	16	אפשרות 2	miss	
גמרה	גמרה	completion	2	16	אפשרות 3	close	גמר
אומר	אומר	completion	2	16	אפשרות 3	full	אמיר
לדחות	לדחות	completion	2	16	אפשרות 3	miss	
תחמיץ	תחמיץ	completion	2	16	אפשרות 3	close	חמצ
חשיבותו	חשיבותו	completion	2	16	אפשרות 3	miss	
הכנס	הכנס	completion	2	16	אפשרות 3	miss	
וכמעט	וכמעט	completion	2	16	אפשרות 3	close	מעט
גרם	גרם	completion	2	16	אפשרות 3	full	גרום
לחזור	לחזור	completion	2	16	אפשרות 3	full	חיזר
מהחלטתה	מהחלטתה	completion	2	16	אפשרות 3	miss	
ליואב	ליואב	completion	2	16	אפשרות 3	miss	
לשכנע	לשכנע	completion	2	16	אפשרות 3	close	כנע
ניסתה	ניסתה	completion	2	16	אפשרות 4	miss	
גיא	גיא	completion	2	16	אפשרות 4	full	גיא
יסרב	יסרב	completion	2	16	אפשרות 4	close	יסר
סירובו	סירובו	completion	2	16	אפשרות 4	miss	
נועד	נועד	completion	2	16	אפשרות 4	miss	
לאפשר	לאפשר	completion	2	16	אפשרות 4	close	פשר
להשתתף	להשתתף	completion	2	16	אפשרות 4	close	שתת
ליבו	ליבו	completion	2	16	אפשרות 4	close	לבו
ישמע	ישמע	completion	2	16	אפשרות 4	close	ישמ
לעצתה	לעצתה	completion	2	16	אפשרות 4	miss	
נילי	נילי	completion	2	16	אפשרות 4	miss	
הצליחה	הצליחה	completion	2	16	אפשרות 4	close	צלח
הבינה	הבינה	completion	2	16	אפשרות 4	miss	
חשוב	חשוב	completion	2	16	אפשרות 4	miss	
שימנע	שימנע	completion	2	16	אפשרות 4	miss	
העלאת	העלאת	completion	2	16	אפשרות 4	miss	
מחירי	מחירי	completion	2	16	אפשרות 4	miss	
הסיגריות	הסיגריות	completion	2	16	אפשרות 4	close	סגר
וטענו	וטענו	completion	2	16	אפשרות 4	close	ענו
ותיקים	ותיקים	completion	2	17	אפשרות 1	miss	
המנסים	המנסים	completion	2	17	אפשרות 1	miss	
להיגמל	להיגמל	completion	2	17	אפשרות 1	close	להג
מעישון	מעישון	completion	2	17	אפשרות 1	miss	
מחו	מחו	completion	2	17	אפשרות 1	miss	
בחריפות	בחריפות	completion	2	17	אפשרות 1	close	חרפ
בליבם	בליבם	completion	2	17	אפשרות 1	close	בלב
תקווה	תקווה	completion	2	17	אפשרות 1	miss	
שצעד	שצעד	completion	2	17	אפשרות 1	close	צעד
להמשיך	להמשיך	completion	2	17	אפשרות 1	close	משכ
הלוחמים	הלוחמים	completion	2	17	אפשרות 2	close	לחמ
המאבק	המאבק	completion	2	17	אפשרות 2	close	אבק
בעישון	בעישון	completion	2	17	אפשרות 2	miss	
קבלו	קבלו	completion	2	17	אפשרות 2	close	קבל
טועה	טועה	completion	2	17	אפשרות 2	miss	
שחושב	שחושב	completion	2	17	אפשרות 2	miss	
לשעבר	לשעבר	completion	2	17	אפשרות 3	full	לשעבר
שנגמלו	שנגמלו	completion	2	17	אפשרות 3	close	גמל
העישון	העישון	completion	2	17	אפשרות 3	miss	
בירכו	בירכו	completion	2	17	אפשרות 3	close	ברכ
למעשנים	למעשנים	completion	2	17	אפשרות 3	miss	
למחות	למחות	completion	2	17	אפשרות 3	miss	
צעד	צעד	completion	2	17	אפשרות 3	close	צעד
להפסיק	להפסיק	completion	2	17	אפשרות 3	miss	
כבדים	כבדים	completion	2	17	אפשרות 4	full	כיבד
שמחו	שמחו	completion	2	17	אפשרות 4	miss	
להיאבק	להיאבק	completion	2	17	אפשרות 4	close	אבק
בצעד	בצעד	completion	2	17	אפשרות 4	close	צעד
