# spring_2023 · fmt=A · analogy=112 · completion=136
פריט	מנורמל	סוג	פרק	שאלה	תפקיד	תוצאה	התאמה
בידי	בידי	completion	1	13	אפשרות 4	miss	
כדאית	כדאית	completion	1	13	אפשרות 4	miss	
נוגעות	נוגעות	completion	1	13	אפשרות 4	miss	
לקטע	לקטע	completion	1	13	אפשרות 4	close	לקט
הבא	הבא	completion	1	13	אפשרות 4	miss	
מהחתולים	מהחתולים	completion	1	13	אפשרות 4	close	תלמ
מיאו	מיאו	completion	1	13	אפשרות 4	miss	
פיצי	פיצי	completion	1	13	אפשרות 4	miss	
וג'ינג'ייש	וג'ינג'ייש	completion	1	13	אפשרות 4	miss	
קולר	קולר	completion	1	13	אפשרות 4	miss	
וכדור	וכדור	completion	1	13	אפשרות 4	miss	
אדומים	אדומים	completion	1	13	אפשרות 4	close	דממ
צהובים	צהובים	completion	1	13	אפשרות 4	miss	
וקולר	וקולר	completion	1	13	אפשרות 4	miss	
ירוקים	ירוקים	completion	1	13	אפשרות 4	miss	
לשום	לשום	completion	1	13	אפשרות 4	miss	
חתול	חתול	completion	1	13	אפשרות 4	miss	
צבע	צבע	completion	1	13	אפשרות 4	full	צבוע
בהשיבכם	בהשיבכם	completion	1	13	אפשרות 4	close	שבכ
מנתונים	מנתונים	completion	1	13	אפשרות 4	close	נתנ
בשאלות	בשאלות	completion	1	13	אפשרות 4	miss	
מגבלתו	מגבלתו	completion	2	7	אפשרות 1	miss	
לחדור	לחדור	completion	2	7	אפשרות 1	miss	
המתאפיינים	המתאפיינים	completion	2	7	אפשרות 1	close	פנמ
בחשיפה	בחשיפה	completion	2	7	אפשרות 1	close	בחש
נפשית	נפשית	completion	2	7	אפשרות 1	close	פשת
מרובה	מרובה	completion	2	7	אפשרות 1	miss	
עובדה	עובדה	completion	2	7	אפשרות 2	close	בדה
המסייעת	המסייעת	completion	2	7	אפשרות 2	miss	
לעבודתו	לעבודתו	completion	2	7	אפשרות 2	close	דתו
מקורות	מקורות	completion	2	7	אפשרות 2	close	קרת
מהימנים	מהימנים	completion	2	7	אפשרות 2	miss	
להסתמך	להסתמך	completion	2	7	אפשרות 2	close	סתמ
עליהם	עליהם	completion	2	7	אפשרות 2	close	עלה
בניסיונו	בניסיונו	completion	2	7	אפשרות 2	miss	
לפענח	לפענח	completion	2	7	אפשרות 2	miss	
בדיוק	בדיוק	completion	2	7	אפשרות 2	close	בדק
כשם	כשם	completion	2	7	אפשרות 2	miss	
מקור	מקור	completion	2	7	אפשרות 2	miss	
עשיר	עשיר	completion	2	7	אפשרות 2	miss	
ובר	ובר	completion	2	7	אפשרות 2	full	בור
סמכא	סמכא	completion	2	7	אפשרות 2	close	סמכ
להבנת	להבנת	completion	2	7	אפשרות 2	miss	
מבנה	מבנה	completion	2	7	אפשרות 2	miss	
אישיותו	אישיותו	completion	2	7	אפשרות 2	miss	
המקשה	המקשה	completion	2	7	אפשרות 3	full	מקשה
עבודתו	עבודתו	completion	2	7	אפשרות 3	close	דתו
להתחקות	להתחקות	completion	2	7	אפשרות 3	miss	
שלרוב	שלרוב	completion	2	7	אפשרות 3	miss	
נוגעים	נוגעים	completion	2	7	אפשרות 3	miss	
לחייו	לחייו	completion	2	7	אפשרות 3	close	לחו
האישיים	האישיים	completion	2	7	אפשרות 3	close	אשמ
המשורר	המשורר	completion	2	7	אפשרות 3	close	שרר
גישה	גישה	completion	2	7	אפשרות 4	miss	
למקורות	למקורות	completion	2	7	אפשרות 4	close	קרת
מידע	מידע	completion	2	7	אפשרות 4	miss	
החושפים	החושפים	completion	2	7	אפשרות 4	miss	
המורדים	המורדים	completion	2	7	אפשרות 4	full	מרוד
הפידלים	הפידלים	completion	2	7	אפשרות 4	miss	
כמי	כמי	completion	2	7	אפשרות 4	miss	
שלוחמים	שלוחמים	completion	2	7	אפשרות 4	close	שלח
מלחמתם	מלחמתם	completion	2	7	אפשרות 4	close	מלח
כולם	כולם	completion	2	7	אפשרות 4	close	כלמ
שהרי	שהרי	completion	2	7	אפשרות 4	close	הרי
העצמאות	העצמאות	completion	2	7	אפשרות 4	close	עצמ
בכדי	בכדי	completion	2	8	אפשרות 1	close	בכדי
כאש	כאש	completion	2	8	אפשרות 1	miss	
בוערת	בוערת	completion	2	8	אפשרות 1	close	בער
בעצמותיו	בעצמותיו	completion	2	8	אפשרות 1	close	צמת
עצמאותו	עצמאותו	completion	2	8	אפשרות 1	close	עצמ
המדינית	המדינית	completion	2	8	אפשרות 1	miss	
ברור	ברור	completion	2	8	אפשרות 2	miss	
רחוקה	רחוקה	completion	2	8	אפשרות 2	close	חקה
מליבו	מליבו	completion	2	8	אפשרות 2	close	לבו
להמעיט	להמעיט	completion	2	8	אפשרות 2	full	המעיט
חשובה	חשובה	completion	2	8	אפשרות 3	close	שבה
להיקלע	להיקלע	completion	2	8	אפשרות 3	close	להק
רווחתו	רווחתו	completion	2	8	אפשרות 3	close	רחת
החומרית	החומרית	completion	2	8	אפשרות 3	close	מרת
להחריף	להחריף	completion	2	8	אפשרות 4	close	חרפ
השאיפה	השאיפה	completion	2	8	אפשרות 4	miss	
לעצמאותו	לעצמאותו	completion	2	8	אפשרות 4	close	עצמ
בביצת	בביצת	completion	2	8	אפשרות 4	miss	
במבולה	במבולה	completion	2	8	אפשרות 4	close	בלה
מתוחלת	מתוחלת	completion	2	8	אפשרות 4	close	תחל
הביצות	הביצות	completion	2	8	אפשרות 4	miss	
דומים	דומים	completion	2	9	אפשרות 1	full	דומם
פלא	פלא	completion	2	9	אפשרות 2	close	פלא
