# autumn_2021 · fmt=A · analogy=101 · completion=95
פריט	מנורמל	סוג	פרק	שאלה	תפקיד	תוצאה	התאמה
חזית	חזית	analogy	2	6	מסיח 1	miss	
אחורה	אחורה	analogy	2	6	מסיח 1	close	אחר
ימין	ימין	analogy	2	6	מסיח 2	miss	
ימינה	ימינה	analogy	2	6	מסיח 2	miss	
פנים	פנים	analogy	2	6	מסיח 4	full	פן
תומכי	תומכי	completion	1	10	אפשרות 1	close	תמכ
לברך	לברך	completion	1	10	אפשרות 1	close	ברכ
שטחית	שטחית	completion	1	10	אפשרות 1	miss	
ומגמתית	ומגמתית	completion	1	10	אפשרות 1	close	מתת
מבקרי	מבקרי	completion	1	10	אפשרות 2	close	בקרי
תועלת	תועלת	completion	1	10	אפשרות 2	miss	
רבה	רבה	completion	1	10	אפשרות 2	miss	
מקצועית	מקצועית	completion	1	10	אפשרות 2	close	קצע
לתמוה	לתמוה	completion	1	10	אפשרות 3	close	תמה
יסודית	יסודית	completion	1	10	אפשרות 3	miss	
ומעמיקה	ומעמיקה	completion	1	10	אפשרות 3	miss	
טעם	טעם	completion	1	10	אפשרות 4	close	טעמ
לפגם	לפגם	completion	1	10	אפשרות 4	close	לפגמ
חובבנית	חובבנית	completion	1	10	אפשרות 4	miss	
גרידא	גרידא	completion	1	10	אפשרות 4	full	גרידא
הופתעתי	הופתעתי	completion	1	11	אפשרות 1	miss	
התלהבות	התלהבות	completion	1	11	אפשרות 1	close	התל
ובתשואות	ובתשואות	completion	1	11	אפשרות 1	close	שאת
ממושכות	ממושכות	completion	1	11	אפשרות 1	close	משכ
מחזה	מחזה	completion	1	11	אפשרות 1	close	חזה
נפוץ	נפוץ	completion	1	11	אפשרות 1	full	ניפץ
לשבח	לשבח	completion	1	11	אפשרות 1	miss	
בוז	בוז	completion	1	11	אפשרות 2	full	בוז
רמות	רמות	completion	1	11	אפשרות 2	miss	
נדיר	נדיר	completion	1	11	אפשרות 2	miss	
חיזיון	חיזיון	completion	1	11	אפשרות 3	full	חיזיון
רגיל	רגיל	completion	1	11	אפשרות 3	miss	
להשמיץ	להשמיץ	completion	1	11	אפשרות 3	close	שמצ
הערצה	הערצה	completion	1	11	אפשרות 4	close	רצה
ובמחיאות	ובמחיאות	completion	1	11	אפשרות 4	miss	
כפיים	כפיים	completion	1	11	אפשרות 4	full	כף
ללגלג	ללגלג	completion	1	11	אפשרות 4	miss	
משסבר	משסבר	completion	1	11	אפשרות 4	close	סבר
חש	חש	completion	1	11	אפשרות 4	full	חיש
ועד	ועד	completion	1	11	אפשרות 4	close	ועד
ארוחת	ארוחת	completion	1	11	אפשרות 4	close	ארח
הצהריים	הצהריים	completion	1	11	אפשרות 4	full	צוהר
נותר	נותר	completion	1	11	אפשרות 4	full	ניתר
ממהר	ממהר	completion	1	12	אפשרות 1	close	מהר
מועט	מועט	completion	1	12	אפשרות 1	close	מעט
שמחה	שמחה	completion	1	12	אפשרות 1	close	שמחה
לחכות	לחכות	completion	1	12	אפשרות 1	full	חך
הארוחה	הארוחה	completion	1	12	אפשרות 1	full	אורחה
מפגר	מפגר	completion	1	12	אפשרות 2	miss	
קצר	קצר	completion	1	12	אפשרות 2	close	קצר
הקלה	הקלה	completion	1	12	אפשרות 2	close	קלה
לאכול	לאכול	completion	1	12	אפשרות 2	close	אכל
בשעות	בשעות	completion	1	12	אפשרות 2	close	שעת
הקרובות	הקרובות	completion	1	12	אפשרות 2	miss	
לטעום	לטעום	completion	1	12	אפשרות 3	close	טעמ
ולו	ולו	completion	1	12	אפשרות 3	miss	
כזית	כזית	completion	1	12	אפשרות 3	full	כזית
הקרוב	הקרוב	completion	1	12	אפשרות 3	miss	
ממושך	ממושך	completion	1	12	אפשרות 4	close	משכ
אכזבה	אכזבה	completion	1	12	אפשרות 4	close	כזב
להתאפק	להתאפק	completion	1	12	אפשרות 4	close	אפק
כה	כה	completion	1	12	אפשרות 4	miss	
ארוך	ארוך	completion	1	12	אפשרות 4	close	ארכ
סמכו	סמכו	completion	2	12	אפשרות 1	close	סמכ
הצפויה	הצפויה	completion	2	12	אפשרות 1	miss	
לפגוע	לפגוע	completion	2	12	אפשרות 1	miss	
שאינה	שאינה	completion	2	12	אפשרות 2	close	אנה
צפויה	צפויה	completion	2	12	אפשרות 2	miss	
העתידה	העתידה	completion	2	12	אפשרות 3	close	עתד
לחבל	לחבל	completion	2	12	אפשרות 3	close	חבל
שסופה	שסופה	completion	2	12	אפשרות 4	miss	
בחוסר	בחוסר	completion	2	12	אפשרות 4	close	חסר
שביעות	שביעות	completion	2	12	אפשרות 4	close	בעת
בעשורים	בעשורים	completion	2	12	אפשרות 4	miss	
האחרונים	האחרונים	completion	2	12	אפשרות 4	close	אחר
להצטמק	להצטמק	completion	2	13	אפשרות 1	miss	
התממשה	התממשה	completion	2	13	אפשרות 1	close	משה
העלייה	העלייה	completion	2	13	אפשרות 1	close	עלה
אליה	אליה	completion	2	13	אפשרות 1	miss	
וכמו	וכמו	completion	2	13	אפשרות 1	miss	
גדל	גדל	completion	2	13	אפשרות 1	full	גדיל
לגדול	לגדול	completion	2	13	אפשרות 2	full	גדיל
הירידה	הירידה	completion	2	13	אפשרות 2	close	רדה
ירד	ירד	completion	2	13	אפשרות 2	close	ירד
באותן	באותן	completion	2	13	אפשרות 4	close	אתנ
מאמין	מאמין	completion	2	13	אפשרות 4	close	אמנ
שהרוח	שהרוח	completion	2	13	אפשרות 4	miss	
סבור	סבור	completion	2	13	אפשרות 4	full	סבר
מניעיהם	מניעיהם	completion	2	13	אפשרות 4	miss	
חומריים	חומריים	completion	2	13	אפשרות 4	miss	
תמיד	תמיד	completion	2	13	אפשרות 4	miss	
אמיר	אמיר	completion	2	14	אפשרות 1	full	אמיר
יוסף	יוסף	completion	2	14	אפשרות 1	miss	
טועים	טועים	completion	2	14	אפשרות 1	close	טעמ
חלשה	חלשה	completion	2	14	אפשרות 1	miss	
אינני	אינני	completion	2	14	אפשרות 2	close	אננ
ברור	ברור	completion	2	14	אפשרות 2	miss	
חזקה	חזקה	completion	2	14	אפשרות 2	miss	
יעלה	יעלה	completion	2	14	אפשרות 3	close	עלה
הדעת	הדעת	completion	2	14	אפשרות 3	close	הדעת
