הִתְלַקֵּחַ	לקח	3	ג	עלה באש; פרץ בעוצמה	חריג	התלקח (עלה באש) מול לקח (מסקנה מניסיון): שתי משמעויות זרות, מי שיודע אחת לא מגיע לשנייה
הִתְרַבְרֵב	רברב	3	ג	התגאה, התפאר	פנוי	
חֲפִיר	חפר	5	ד	תעלה עמוקה סביב מבצר	חריג	חפיר (תעלת מגן) מול מחפיר (מביש ומבזה): מונח ביצורים מול שיפוט מוסרי, אין גשר בין השניים
טֶרָסָה	טרסה	4	ד	מדרגת עיבוד במדרון הר	פנוי	
יְלוּדָה	ילד	3	ד	מספר התינוקות שבאו לעולם	חריג	"תולדה" היא תוצאה או השלכה — מושג לוגי-סיבתי מופשט; "ילודה" היא נתון דמוגרפי, מספר התינוקות שנולדו. הידיעה שתולדה היא תוצאה לא מובילה למדד לידות.
כָּלִיל	כלל	4	א	לגמרי, עד תום	חריג	"שכלל" הוא לשפר ולהשביח — פעולה על אובייקט; "כליל" הוא תואר הפועל "לגמרי, עד תום". מי שיודע שכלל=שיפר לא מסיק ממנו את משמעות ההשלמה המוחלטת.
מַגְבִּית	גבה	3	ד	מסע איסוף כספים לצורך ציבורי	פנוי	
מֵחוּשִׁים	חוש	4	ד	כאבים קלים בגוף	פנוי	
עַל רֶגֶל אַחַת	על-רגל-אחת	3	ו	בקצרה, בתמצית	פנוי	
פּוֹרֶה	פרה	3	ה	מניב הרבה, יצרני	פנוי	
שָׁלַח יָד בְּנַפְשׁוֹ	שלח-יד-בנפשו	5	ו	התאבד, סיים את חייו בעצמו	פנוי	
שָׁפָל	שפל	3	ב	נבזי, מושחת, חסר מוסר	חריג	שפל (נבזי) מול שיפולים (החלק התחתון): פגם מוסרי מול מיקום פיזי, ידיעת האחת לא מלמדת על השנייה
אִיכּוּל	אכל	5	ד	הרס מתכת מחמצון; בעירה	חריג	"מאכלת" היא סכין שחיטה — כלי; "איכול" הוא הרס מתכת מחמצון או בעירה — תהליך כימי. מי שיודע מהי מאכלת לא מגיע מזה לקורוזיה.
אֵימְתָנִי	אים	5	ה	מבעית, מטיל פחד גדול	פנוי	
הוּעַם	עמם	5	ג	נחלש אורו, טושטש	פנוי	
הֲלָצָה	לוץ	5	ד	בדיחה, אמירה משעשעת	פנוי	
הִתְוַדֵּעַ	ידע	3	ג	הכיר לראשונה, בא במגע	חריג	"דעתן" הוא מי שנחרץ בהשקפותיו ומביע אותן בתקיפות — תכונת אופי; "התוודע" הוא להכיר מישהו או משהו לראשונה — פעולה של יצירת היכרות. שני שימושים רחוקים של השורש בלי גשר ביניהם.
זָעוּם	זעם	3	ה	מועט מאוד, דל	פנוי	
חַלּוּק נַחַל	חלוק-נחל	4	ו	אבן קטנה ומלוטשת ממים זורמים	פנוי	
חֲתִימַת שָׂפָם	חתימת-שפם	6	ו	ניצני שיער הפנים אצל נער מתבגר	פנוי	
כִּחְכּוּחַ	כחכח	3	ד	שיעול קל ומכוון לניקוי הגרון	פנוי	
מְאוּבָּן	אבנ	4	ה	שריד קדום שהתקשה; נדהם, קפוא	פנוי	
מְטִיל	טול	4	ד	גוש מתכת מוצק בצורה אחידה	פנוי	
מַטָף	נטפ	4	ד	מכשיר נייד לכיבוי אש	חריג	"נטף" הוא טפטוף איטי של נוזל; "מטף" הוא מכשיר נייד לכיבוי אש. מי שיודע נטף=טפטף לא מנחש מזה שם של אמצעי בטיחות.
מִיכֵּן	מכנ	4	ג	הפך עבודת ידיים לאוטומטית	פנוי	
מַכּוֹת נֶאֱמָנוֹת / נִמְרָצוֹת	מכות-נאמנות	6	ו	חבטות עזות, הלקאה קשה	פנוי	
מָשַׁח	משח	4	ג	מרח בשמן; הכתיר לתפקיד קודש	פנוי	
סָבַב אוֹתוֹ בְּכַחַשׁ	סבב-בכחש	8	ו	רימה, הוליך שולל	פנוי	
סִיכָה	סוכ	5	ד	מריחת שמן לצמצום חיכוך	פנוי	
עִמְעוּם	עמעמ	4	ד	הנמכת עוצמת האור; טשטוש	פנוי	
פִּדְיוֹן	פדה	5	ד	שחרור תמורת כסף; מחזור הכנסות בעסק	חריג	"פדות" היא גאולה ושחרור בהקשר של הצלה; ל"פדיון" יש מובן מסחרי שגור — מחזור ההכנסות של חנות או עסק — שאין שום דרך להסיק אותו מ"גאולה ושחרור".
פִּכְפּוּך	פכפכ	4	ד	נביעה קלה, זרימת מים דקה	פנוי	
קְלִיָּה	קלה	6	ד	צלייה של גרעינים באש	פנוי	
שְׂדֵרָה	שדר	4	ד	רחוב רחב עם עצים; טור, דרג בהיררכיה	פנוי	
תַּסְכִּית	סכת	6	ד	מחזה שנכתב לשמיעה ברדיו	חריג	"הסכית" הוא להאזין בריכוז — פעולת שמיעה; "תסכית" הוא ז'אנר, מחזה שנכתב במיוחד לרדיו. הידיעה שהסכית=האזין לא נותנת סוגה אמנותית.
אַיֵּה?	איה	7	א	היכן, באיזה מקום	פנוי	
אֲלוּנְטִית	אלונטית	8	ד	מגבת, בד לניגוב הגוף	פנוי	
אִלְפָּס	אלפס	7	ד	סיר רחב ונמוך עם ידית ומכסה	פנוי	
בֶּדֶק בַּיִת	בדק-בית	5	ו	חשבון נפש, בחינה עצמית לשיפור	פנוי	
בָּזִיךְ	בזכ	8	ד	כלי קיבול קטן, גביע או קערית	פנוי	
בִּזֵּר	בזר	5	ג	העביר סמכויות לגורמים רבים	פנוי	
בָּחַשׁ בַּקַּלַּחַת	בחש-בקלחת	5	ו	סכסך, עורר מחלוקת בכוונה	פנוי	
בֵּית גְּנָזִים	בית-גנזים	6	ו	ארכיון, מקום שמירת מסמכים	פנוי	
בֵּית עֲבוֹט	בית-עבוט	6	ו	חנות שמלווה כסף תמורת חפץ ערובה	פנוי	
גֶזֶם	גזמ	5	ד	ענפים שנקצצו מן העץ, פסולת צמחית	חריג	גזם מול גוזמה — גזם הוא ענפים שנקצצו, גוזמה היא הפרזה בדברים; מי שיודע אחת לא יסיק את השנייה
גֶּפֶת	גפת	8	ד	שאריות זיתים אחרי הסחיטה	פנוי	
דִּנְדֵּן	דנדנ	3	ג	השמיע צלצול, הקיש בפעמון	פנוי	
הֶאֱנִישׁ	אנש	6	ג	ייחס תכונות אדם לחפץ או לחיה	חריג	האניש (ייחוס תכונות אדם לדומם) מול אנוש (פצוע קשה), שתי משמעויות רחוקות שאינן מסייעות זו לזו
הֲלָנַת שָׂכָר	הלנת-שכר	5	ו	עיכוב התשלום שמגיע לעובד	פנוי	
הַרְרֵי זָהָב	הררי-זהב	6	ו	גוזמאות, הבטחות מנופחות	פנוי	
הִתַּמֵּם	תממ	4	ג	העמיד פנים שאינו מבין	חריג	התמם (העמדת פנים מכוונת) מול תום (יושר ותמימות), ידיעת הקיימת אינה נותנת את ההעמדה
חָלַט	חלט	6	ג	שפך מים רותחים על מזון	פנוי	
חֻרְשָף	חרש	8	ד	ארטישוק, צמח מאכל קוצני	חריג	חרשף (ארטישוק) מול חרישי (קול חלש) וחרוש (מלא תלמים), צמח מול צליל ומול חריש
טְפָחוֹת	טפח	9	ד	קורות התקרה, ראש הבניין	חריג	טפחות (קורות עליונות בבניין) מול טפח (מידת רוחב היד), מבנה מול מידת אורך
טְרוּט עֵינַיִם	טרוט-עיניים	8	ו	בעל מבט כבוי ועייף	פנוי	
לְעֵילָא וּלְעֵילָא	לעילא-ולעילא	8	ו	משובח, מן המדרגה הראשונה	פנוי	
מְסוּפָּק	ספק	6	ה	שבע רצון; מהסס, אינו בטוח	פנוי	
מַקְצוּעָה	קצע	7	ד	כלי נגרים להחלקת עץ	חריג	מקצועה (כלי עבודה של נגר) מול מהוקצע (מלוטש ומסודר), חפץ מול תכונה
מַרְחֶשֶׁת	רחש	8	ד	מחבת עמוקה לטיגון	חריג	מרחשת (מחבת) מול רחש (קול חלש), כלי בישול מול צליל
קֻבַּעַת	קבע	9	ד	גביע, כוס עם רגל	פנוי	
קוֹקֵטִי	קוקטי	6	ה	גנדרני, מפלרטט	פנוי	
קִלְטֵר	קלטר	9	ג	תיחח את האדמה, עידר	פנוי	
קֶרֶת	קרת	9	ד	עיר, יישוב	חריג	"קרתן" הוא תואר אופי שלילי (צר אופקים) ואינו מלמד שקֶרֶת היא שם עצם קונקרטי לעיר; מי שיודע "פרובינציאלי" לא יגזור מזה "יישוב"
רוֹדֵף שְׂרָרָה	רודף-שררה	7	ו	תאב כוח ושליטה	פנוי	
שָׁקַט עַל שְׁמָרָיו	שקט-על-שמריו	7	ו	נשאר בקיפאון, לא התחדש	פנוי	
אוֹפּוֹרְטוּנִיזְם	אופורטוניזם	6	ד	סתגלנות אינטרסנטית, ויתור על עקרונות	פנוי	
אֵימָתַי	אימתי	8	א	באיזה זמן	פנוי	
אִלְחוּשׁ	אלחש	5	ד	הרדמה מקומית, ביטול כאב	פנוי	
בֵּית מִטְבָּחַיִם	בית-מטבחיים	5	ו	משחטה, מקום שחיטת בהמות	פנוי	
בֵּית נְתִיבוֹת	בית-נתיבות	6	ו	מסוף נוסעים בשדה תעופה	פנוי	
הֶחְפִּיץ	חפצ	6	ג	התייחס לאדם כאל דבר דומם	חריג	החפיץ (יחס כאל דומם) מול חפץ (רצה, השתוקק), פעולה כלפי הזולת מול רגש של רצון
הִתְפַּקֵּר	פקר	7	ג	זנח את הדת, כפר באמונה	חריג	התפקר (יציאה מאמונה) מול הפקיר (נטש ללא הגנה), עולם הדת מול נטישת רכוש
מַכְלֵב	כלב	7	ד	מהדק סיכות לנייר	פנוי	
מִלְּגוֹ / מִלְגַו	מלגו	9	א	מבפנים, מצד פנים	פנוי	
מְסוּקָס	סקס	7	ה	גבשושי, בעל קשרים ובליטות	פנוי	
נִמְלַךְ בּוֹ	מלכ	7	ג	התייעץ, שאל בעצתו	חריג	מול נמלך (שינה דעתו): התייעצות עם אחר אינה נגזרת מחזרה מדעה
עוּר!	עור	7	ג	קום, הקיצה	פנוי	
עִזָבוֹן	עזב	6	ד	נכסי אדם שנפטר, ירושה	חריג	מול עזובה (הזנחה ושיממון): רכוש שהוריש נפטר אינו נגזר ממנה
צִינָּה	צננ	7	ד	קור חריף; מגן גדול	חריג	מ"צונן" אפשר להגיע ל"קור", אבל לא ל"מגן גדול" — זו משמעות לקסיקלית נפרדת לחלוטין (מגן וצינה) שדורשת לימוד עצמאי
תּוּפִין	אפה	8	ד	עוגה, כעך	פנוי	
אִילוּחַ	אלח	7	ד	זיהום, הדבקה בחיידקים	חריג	"נאלח" הוא תואר מוסרי (מתועב, מושחת); אִילוּחַ הוא תהליך רפואי־ביולוגי של זיהום בחיידקים. אין מעבר מהשחתה מוסרית לזיהום מיקרוביאלי
אֶתְנָן	תנה	7	ד	שכר זנות, תמורה למעשה נבזי	פנוי	
דְּבוּקָּה	דבק	7	ד	קבוצה צפופה הנעה יחד	חריג	מול דבק (נצמד): קבוצה הנעה במבנה אחד אינה משמעות מנוחשת
הַזָחָה	זוח	7	ד	הזזה, הסטה; רווח בתחילת שורה	פנוי	
הֶרֶף	רפה	7	ג	הפסק, די	חריג	"נרפה" הוא תכונת אופי קבועה (עצל, חסר מרץ); הֶרֶף הוא הפסקה רגעית בזמן, בעיקר בצירוף "ללא הרף". מ"עצל" אי אפשר להגיע ל"הפסק"
חֵבֶל	חבל	7	ד	כאב עז, ייסורי גוף	פנוי	
מַחְבּוֹש	חבש	6	ד	כליאה כעונש, מעצר	חריג	מול חבש (קשר פצע, הניח כובע): עונש כליאה אינו נגזר מהם
מְחֻטָּט	חטט	7	ה	מכוסה צלקות וגומות בעור	פנוי	
מַעֲרֶה הַיַּעַר	מערה-היער	8	ו	קרחת, שטח חשוף מעצים	פנוי	
נָאוֹר	אור	4	ה	משכיל, מתקדם בדעותיו	פנוי	
נְחִירָה	נחר	8	ד	המתת בהמה בדקירת הגרון	חריג	"ניחר" עוסק ביובש וצרידות של הגרון; נְחִירָה היא פעולת המתת בהמה בדקירת הגרון. שתי משמעויות שאין ביניהן מעבר מלבד איזכור הגרון
נִשְפֶּה	שפה	8	ה	זקוף וחלקלק	פנוי	
סֵיפָא	סיפא	9	ד	החלק האחרון, האחרית	פנוי	
פִּיל לָבָן	פיל-לבן	8	ו	מפעל יקר וחסר תועלת	פנוי	
צְבִיר	צבר	7	ד	אשכול, מקבץ	פנוי	
צַדְקָנוּת	צדק	3	ב	העמדת פנים של מוסריות	פנוי	
צָמִיג	צמג	5	ה	סמיך, נוטה להידבק	פנוי	
קַפֶּנְדַרְיָא / קַפַּנְדְּרִיָּה	קפנדריא	10	ד	מסלול מקוצר, קיצור דרך	פנוי	
קַרְפִּיף	קרפף	8	ד	חצר מוקפת גדר	פנוי	
רֵישָא	רישא	9	ד	הפתיחה, תחילת הדבר	פנוי	
רִנֵּן	רננ	6	ג	הפיץ רכילות ולשון הרע	חריג	מול הרנין (שימח) והתרונן (התמלא שמחה): הפצת דיבה אינה נגזרת משמחה
שִׁיפּוּי	שפה	7	ד	כיסוי הפסד, פיצוי כספי	חריג	מול נשפה (זקוף וחלקלק) מאותו שורש: פיצוי כספי אינו נגזר ממנו
שָׁנָה	שנה	7	ג	חזר על מעשה פעם נוספת; למד בעל פה	פנוי	
שַׁעַל	שעל	7	ד	מרחק של פסיעה אחת	חריג	מול משעול (שביל צר): פסיעה בודדת אינה נגזרת מנתיב
תּוֹעַמְלָן	עמל	5	ד	מפיץ מסרים מגמתיים לציבור	חריג	תועמלן מול עמל (עבד קשה) — הפצת מסרים אינה עבודה קשה, ואין באחת רמז לשנייה
תִּחוּחַ	תחח	6	ד	פירור אדמה בכלי עבודה	פנוי	
תַּשְׁלִיל	שלל	6	ד	נגטיב, פילם צילום להדפסת תמונות	פנוי	
בְּעוֹד מוֹעֵד	בעוד-מועד	6	ו	מראש, לפני שיהיה מאוחר מדי	פנוי	
דוֹמֶן	דמנ	8	ד	זבל אורגני, גללים	חריג	דומן מול מדמנה (מקום מזוהם) — האחת מקום רפש, השנייה חומר דישון
הִבְכִּיר	בכר	8	ג	הניב פרי מוקדם, הבשיל ראשון	חריג	הבכיר מול ביכר (העדיף) ובכורה (קדימות) — כאן הבשלה חקלאית, לא העדפה
הֲוָיָה	הוה	6	ד	קיום, מציאות ממשית	חריג	"להוותו" נושא את מובן האסון והפורענות; הֲוָיָה היא קיום ומציאות. שני מובנים הפוכים שהתפצלו לחלוטין — משמעות שלילית של רעה מול משמעות נייטרלית של עצם ההימצאות
לְמַכְבִּיר	כבר	7	ה	בשפע, בכמות רבה	פנוי	
מֻבְלַעַת	בלע	6	ד	כיס שטח של מדינה בתוך שטחה של אחרת	חריג	מובלעת מול הבליע (רמז בדבריו) — שטח גאוגרפי כלוא מול הצנעה בדיבור
מְדוּכָה	דוכ	7	ד	קערה לכתישת תבלינים; דיון יסודי בסוגיה	פנוי	
מְהַדְּרִין	הדר	6	ב	דקדקן, מחמיר בכל פרט	חריג	מהדרין מול הדור (מפואר ומטופח) — הקפדה על פרטים מול מראה חגיגי
מְסוֹבָב	סבב	8	ד	תולדה, מה שנגרם מדבר אחר	חריג	מסובב מול הסב (גרם, הפנה) — כאן התוצאה עצמה, שם הפעולה הגורמת
נְסִיקָה	נסק	5	ד	עלייה תלולה, זינוק לגובה	חריג	"הסיק" עוסק בהיסק לוגי מתוך נתונים; נְסִיקָה היא עלייה פיזית תלולה לגובה. אין שום קשר בין הפקת מסקנה לזינוק במרחב
פָּכַר	פכר	8	ג	מולל וסחט בכוח	פנוי	
פְּלוּגְתָּא	פלג	8	ד	מחלוקת עקרונית, ניגוד עמדות	חריג	פלוגתא מול פלג (נחל, סיעה) והפליג (הגזים) — מחלוקת מופשטת, לא חלוקה ממשית
שִׁוָּוה	שוה	8	ג	העניק תכונה או אופי לדבר	פנוי	
שַׁוֵּוה בְּנַפְשֵׁך	שווה-בנפשך	9	ו	דמיין לעצמך, העלה במחשבתך	פנוי	
שַׁחֲרִית	שחר	4	ד	תפילת הבוקר ביהדות; ראשית היום	פנוי	
תַּבְלִיט	בלט	5	ד	עיטור מגולף המזדקר ממשטח; צורת פני השטח	פנוי	
תִּינָּה	תנה	9	ג	קונן, ביטא צער וכאב	חריג	"אתנן" הוא שכר תמורת מעשה נבזי; תִּינָּה הוא פועל של קינה וביטוי צער. תשלום מול אבל — משמעויות זרות זו לזו, ולכן שתיהן דורשות לימוד ואין כאן זוג מתחלף
תַּמְלוּגִים	מלג	6	ד	אחוזים שמקבל היוצר על שימוש ביצירתו	פנוי	
אִיֵּשׁ	איש	4	ג	הציב עובדים בתפקיד, מילא תקן	פנוי	
הִמְרָה אֶת פִּיו	המרה-את-פיו	8	ו	לא ציית, הפר את ההוראה	פנוי	
הִקְצָה	קצה	3	ג	ייחד תקציב או שטח לצורך מסוים	פנוי	
הִרְעִים	רעמ	8	ג	השמיע קול חזק ומהדהד	חריג	הרעים מול התרעם (כעס, התלונן) ורעמה — כאן קול עז, לא תלונה ולא שיער
הִתְגַּפֵּף	גפפ	9	ג	התחבק בחיבה, נצמד	חריג	"גפים" הם איברי הגוף עצמם; הִתְגַּפֵּף הוא פועל של חיבה הדדית. מי שיודע ששם עצם זה ידיים ורגליים לא יגזור מזה פועל של חיבוק
זִכָּיוֹן	זכה	5	ד	רישיון בלעדי לפעילות מסוימת	חריג	"זיכה" הוא פעולה של הענקה או קרדיט; זִכָּיוֹן הוא מוסד משפטי־מסחרי — רישיון בלעדי להפעלה. המשמעות הממוסדת אינה נגזרת מפעולת הזיכוי
טְפִיפָה	טפפ	8	ד	הליכה קלה בצעדים קטנים	חריג	טפיפה מול טף (ילדים רכים) — אופן הליכה מול קבוצת גיל
לָאַט	לאט	10	ג	לחש, דיבר בקול חרישי	פנוי	
סוֹלְלָה	סלל	8	ד	תל עפר שהוקם למצור; מערך תותחים	פנוי	
קְדֵרָה	קדר	7	ד	סיר, כלי חרס לבישול	חריג	קדרה מול קודר - כלי בישול מול מצב רוח אפל; מי שיודע קודר לא ינחש סיר
קָטוּם	קטמ	6	ה	קצוץ, חתוך בקצהו	פנוי	
שֶׁנֶץ	שנצ	8	ד	שרוך, רצועה דקה	פנוי	
שָׂרָף	שרפ	8	ד	נחש ארסי; מלאך	פנוי	
אוֹמְנִיפּוֹטֶנְטִי	אומניפוטנטי	10	ה	כל יכול, בעל כוח בלתי מוגבל	פנוי	
בִּכּוּרִים	בכר	5	ד	יבול ראשון למקדש; יצירה ראשונה של אמן	פנוי	
בִּמְבֵּם	במבם	9	ג	זמזם מנגינה בלי מילים	פנוי	
גְּלָלִים	גלל	5	ד	צואת בעלי חיים, פרש	חריג	גללים מול גלל - צואה מול גלגול או סיפור מפורט, אין גשר משמעות
דָּא עָקָא	דא-עקא	10	ו	כאן הקושי, זו הצרה	פנוי	
הֶגְמוֹנְיָה	הגמוניה	8	ד	שליטה מוחלטת, עליונות	פנוי	
הַלְמוּת	הלמ	8	ד	דפיקה קצובה, נקישה	חריג	הלמות מול הלם ומהלומה - דפיקה קצובה מול התאמה או מכה; השורש כבר חריג מאושר
הִנְפִּיק	נפק	3	ג	הוציא לשוק מניות או מסמכים	פנוי	
הִתְבַּדְּרוּת	בדר	6	ד	בילוי מהנה; התפזרות לצדדים	פנוי	
הִתְלַהֵם	להמ	5	ג	דיבר בתוקפנות, השתלח	פנוי	
זִבְדָה	זבד	10	ד	שמנת, קרום החלב	חריג	זבדה מול זבד - שמנת מול מתנה, שתי משמעויות בלתי קשורות
זְמָם	זממ	9	ד	מחסום לפיו של בעל חיים	חריג	זמם מול מזימה והזם - מחסום לפה מול תכנון זדוני והפרכת עדות; השורש כבר חריג מאושר
חָרוּל	חרל	8	ד	צמח קוצני, סרפד	פנוי	
יְהָב	יהב	9	ד	תקווה, מבטח (השליך יהבו)	פנוי	
מִזְכָּר	זכר	6	ד	הודעה כתובה קצרה בעניין מסוים	פנוי	
מִסְדָּר	סדר	6	ד	אגודה של אנשים בעלי רקע משותף	פנוי	
נִצַּחַת	נצח	7	ה	מכרעת, חד משמעית	חריג	ניצחת מול התנצח - הכרעה חד משמעית מול ויכוח נלהב, ידיעת האחת לא מסייעת
סָר מֵרַע	סר-מרע	9	ו	נמנע מחטא, ישר דרך	פנוי	
פְּעָמָיו	פעמ	8	ד	צעדיו, מהלכיו	חריג	פעמיו מול התפעם - צעדים מול התרגשות, אין קשר בין המשמעויות
פְּרִישוּת	פרש	7	ב	התנזרות מתענוגות, חיי צניעות	חריג	פרישות מול הפריש - התנזרות מתענוגות מול הקצאה והבדלה
פָּרַף	פרפ	9	ג	רכס, סגר בכפתורים	פנוי	
צֶדַע / צְדָעַיִם / צְדָעוֹת	צדע	7	ד	רקה, אזור המצח ליד האוזן	פנוי	
צְנִיפָה	צנפ	9	ד	צהלה, קול הסוס	חריג	צניפה מול הצטנף - קול סוס מול התכווצות והתקפלות
קַל תְּפִיסָה	קל-תפיסה	4	ו	ממהר להבין, חריף שכל	פנוי	
